"","PhytoDate","WQDate","StationCode","Month","Year","Latitude","Longitude","AirTemp","Chla","Pheophytin","TotAmmonia","DissAmmonia","DissNitrateNitrite","DOC","TOC","DON","TON","DissOrthophos","TotPhos","DissSilica","TDS","TSS","TKN","Depth","Secchi","Microcystis","SpCndSurface","DOSurface","WTSurface","CarbonperML"
"890",2016-10-20,2016-10-20,"D28A",10,2016,37.97048,-121.573,65,"1.51","0.84",NA,"0.03","0.22","2.3","2","0.2",NA,"0.08",0.08,"13.4",446,"3","0.3",27.9,360,3,821,8.8,17.8,0
"891",2016-10-20,2016-10-20,"EZ2-SJR",10,2016,38.0479,-121.6937,62,"1.44","ND",NA,"0.05","0.35","1.8","2","0.2",NA,"0.08",0.09,"13.8",1067,"10","0.3",40.6,116,2,1915,8.7,17.7,0
"892",2016-10-20,2016-10-20,"EZ6-SJR",10,2016,38.0216,-121.8063,59,"1.57","0.53",NA,"0.07","0.37","1.8","2.1","0.2",NA,"0.09",0.09,"13.8",2528,"16","0.3",40.9,68,2,4324,8.5,17.5,0
"893",2016-10-21,2016-10-21,"C10A",10,2016,37.67934,-121.2647,NA,"4.97","2.12",NA,"0.04","0.5","3.1","3.2","0.3",NA,"0.08",0.09,"12.1",129,"24","0.6",4.1,NA,1,222,8.15,16.76,0
"894",2016-10-21,2016-10-21,"C9",10,2016,37.83095,-121.554,NA,"3.19","1.49",NA,"0.03","0.25","2.4","2.5","0.3",NA,"0.08",0.08,"13.4",348,"7","0.4",13.9,NA,2,626,8.49,18.14,0
"895",2016-10-21,2016-10-21,"D16",10,2016,38.0969,-121.6691,57,"1.51","0.82",NA,"0.1","0.41","2.2","1.8","0.2",NA,"0.08",0.08,"15.1",347,"10","0.4",38.4,136,2,766,8.5,17.7,0
"896",2016-10-21,2016-10-21,"D26",10,2016,38.07664,-121.5669,59,"1.31","0.73",NA,"0.12","0.41","1.8","1.8","0.2",NA,"0.08",0.08,"15.2",203,"9","0.4",37.4,136,2,368,8.2,17.6,0
"897",2016-10-21,2016-10-21,"MD10A",10,2016,38.04226,-121.4199,71,"1","0.59",NA,"0.03","0.2","2.9","3","0.3",NA,"0.08",0.08,"11.9",114,"3","0.4",20.2,296,2,204,7.8,18.1,0
"898",2016-10-21,2016-10-21,"P8",10,2016,37.97817,-121.3823,72,"7.47","1.01",NA,"0.1","2.1","3.8","3.8","0.4",NA,"0.42",0.42,"13",398,"6","0.7",42.1,72,4,719,7.4,19.5,36634.1535627258
"899",2016-10-24,2016-10-24,"D22",10,2016,38.08453,-121.7391,NA,"2","0.73",NA,"0.08","0.42","1.6","1.4","0.1",NA,"0.09",0.09,"14.3",3192,"14","0.4",33.1,76,1,5655,8.46,17.75,0
"900",2016-10-24,2016-10-24,"D4",10,2016,38.06248,-121.8205,NA,"1.43","0.83",NA,"0.08","0.43","1.2","1.2","0.3",NA,"0.1",0.1,"12.3",7620,"26","0.4",41.2,76,1,13077,8.39,17.64,0
"901",2016-10-24,2016-10-24,"D8",10,2016,38.05992,-121.99,NA,"1.92","0.51",NA,"0.09","0.42","1","1","0.3",NA,"0.11",0.11,"13.3",11290,"27","0.6",47.2,60,1,18913,8.39,17.52,0
"902",2016-10-24,2016-10-24,"EZ2",10,2016,38.1279,-121.6965,NA,"2.59","1.03",NA,"0.11","0.45","1.8","1.9","0.2",NA,"0.08",0.1,"15.1",936,"16","0.3",36.3,60,1,1696,8.26,17.66,0
"903",2016-10-24,2016-10-24,"EZ6",10,2016,38.0845,-121.7391,NA,"3.86","0.85",NA,"0.08","0.43","1.6","1.7","0.2",NA,"0.09",0.1,"15.4",2500,"19","0.4",33.1,76,1,5655,8.46,17.75,0
"904",2016-10-25,2016-10-25,"D7",10,2016,38.11714,-122.0397,64.4,"1.59","0.55",NA,"0.08","0.4","0.9","0.9","0.3",NA,"0.11",0.15,"13.6",13240,"32","0.5",9.3,48,1,21330,8.32,17.31,0
"905",2016-10-26,2016-10-26,"D41",10,2016,38.03022,-122.3729,64,"1.55","ND",NA,"0.12","0.3","ND","ND","0.3",NA,"0.11",0.16,"7.9",29760,"23","0.5",44.7,120,1,43857,7.64,16.41,0
"906",2016-10-26,2016-10-26,"D41A",10,2016,38.08472,-122.3907,62,"2.53","0.52",NA,"0.03","0.34","0.5","0.5","0.3",NA,"0.13",0.23,"8.5",26380,"53","0.5",11.4,40,1,39070,7.96,16.66,0
"907",2016-10-26,2016-10-26,"D6",10,2016,38.04436,-122.1177,NA,"1.4","ND",NA,"0.17","0.39","0.6","0.6","0.2",NA,"0.12",0.16,"9.5",19640,"22","0.5",26.3,88,1,31145,7.99,17.55,0
"908",2016-11-03,2016-11-03,"C3A",11,2016,38.36771,-121.5205,55,"1.09","1.07",NA,"0.44","0.34","3.9","4","0.4",NA,"0.1",0.1,"21.4",100,"11","0.9",14.58,NA,1,177,8.49,15.11,0
"909",2016-11-03,2016-11-03,"D12",11,2016,38.02161,-121.8063,55.9,"1.25","ND",NA,"0.1","0.45","1.8","1.5","0.2",NA,"0.09",0.11,"14.2",3588,"10","0.4",42.6,84,1,6101,8.23,17.17,77616.6419874157
"910",2016-11-03,2016-11-03,"D19",11,2016,38.04376,-121.6148,55.9,"1.39","ND",NA,"0.08","0.47","1.9","1.9","0.2",NA,"0.08",0.09,"14.5",610,"4","0.3",18.2,196,2,1130,8.38,17.18,3231.9832412782
"911",2016-11-03,2016-11-03,"D24",11,2016,38.15778,-121.6847,52,"0.89","0.53",NA,"0.25","0.49","2.8","2.8","0.2",NA,"0.11",0.11,"18.1",99,"4","0.6",20.09,NA,1,180,7.69,16.32,0
"912",2016-11-03,2016-11-03,"D28A",11,2016,37.97048,-121.573,57.9,"1.2","0.67",NA,"0.06","0.39","2.2","2.4","0.2",NA,"0.08",0.09,"13.3",395,"2","0.3",22.8,332,2.5,722,8.33,17.24,0
"913",2016-11-03,2016-11-03,"EZ2-SJR",11,2016,38.0565,-121.685,52.7,"1.38","ND",NA,"0.07","0.42","1.9","1.9","0.2",NA,"0.08",0.09,"14.6",1083,"6","0.3",50.6,156,1,1928,8.54,17.27,538.663873546366
"914",2016-11-03,2016-11-03,"EZ6-SJR",11,2016,38.0244,-121.795,55.9,"1.22","ND",NA,"0.1","0.44","1.9","1.6","0.2",NA,"0.22",0.22,"14.4",3204,"9","0.4",41.6,84,1,5501,8.26,17.25,104203.81457842
"915",2016-11-04,2016-11-04,"C10A",11,2016,37.67934,-121.2647,70,"5.66","1.71",NA,"0.03","1.07","4.4","4.6","0.4",NA,"0.15",0.2,"14.8",222,"5","0.7",4.71,NA,1,379,8.19,16.25,0
"916",2016-11-04,2016-11-04,"C9",11,2016,37.83095,-121.554,67,"6.06","1.42",NA,"0.04","0.36","2.9","2.9","0.3",NA,"0.08",0.1,"13.8",331,"4","0.4",14.05,NA,2,610,8.67,17.48,0
"917",2016-11-04,2016-11-04,"D16",11,2016,38.0969,-121.6691,52.7,"1.49","ND",NA,"0.12","0.48","2","2","0.2",NA,"0.08",0.09,"15.9",377,"2","0.3",37.1,184,2,693,8.14,17.04,892.08724779139
"918",2016-11-04,2016-11-04,"D26",11,2016,38.07664,-121.5669,51.8,"1.13","0.59",NA,"0.15","0.54","2.2","2.2","0.2",NA,"0.09",0.09,"16.8",190,"2","0.4",40.7,148,2,350,7.81,16.73,0
"919",2016-11-04,2016-11-04,"MD10A",11,2016,38.04226,-121.4199,51.6,"1.26","0.86",NA,"0.03","0.34","2.9","2.9","0.3",NA,"0.08",0.08,"11.8",135,"8","0.4",19.8,276,2,244,7.83,17.21,0
"920",2016-11-04,2016-11-04,"P8",11,2016,37.97817,-121.3823,57.4,"1.27","0.52",NA,"0.09","1.12","3.1","3.1","0.4",NA,"0.27",0.28,"11.6",176,"14","0.5",41.8,204,2,325,6.83,17.26,0
"921",2016-11-07,2016-11-07,"D22",11,2016,38.08453,-121.7391,68.4,"2","0.9",NA,"0.18","0.5","2.5","2.5","0.2",NA,"0.09",0.09,"18",974,"17","0.4",35.3,64,1,2162,8.02,16.85,12199.0644295408
"922",2016-11-07,2016-11-07,"D4",11,2016,38.06248,-121.8205,65.3,"1.48","ND",NA,"0.13","0.5","1.4","1.5","0.2",NA,"0.09",0.09,"14.2",4580,"11","0.4",34.6,96,2,7890,8.28,17.48,0
"923",2016-11-07,2016-11-07,"D8",11,2016,38.05992,-121.99,62.4,"1.78","ND",NA,"0.11","0.48","1.1","1.2","0.3",NA,"0.09",0.12,"12.2",8500,"16","0.4",48.2,88,2,13783,8.37,17.09,0
"924",2016-11-07,2016-11-07,"EZ2",11,2016,38.1045,-121.7206,67.3,"2.03","0.56",NA,"0.18","0.5","2.8","2.8","0.2",NA,"0.09",0.09,"18.5",570,"14","0.5",35,80,1,1038,7.99,16.52,0
"925",2016-11-07,2016-11-07,"EZ6",11,2016,38.0674,-121.7842,66,"1.59","0.67",NA,"0.15","0.5","1.8","1.8","0.2",NA,"0.08",0.09,"15.5",2916,"16","0.4",38.5,80,1,5702,8.11,17.17,0
"926",2016-11-08,2016-11-08,"D7",11,2016,38.11714,-122.0397,66.9,"1.12","ND",NA,"0.1","0.47","1","1","0.4",NA,"0.09",0.14,"13.2",12300,"20","0.6",8.4,80,1,19630,8.24,17.51,0
"927",2016-11-09,2016-11-09,"D41",11,2016,38.03022,-122.3729,60.1,"2.01","ND",NA,"0.08","0.31","0.5","0.5","0.5",NA,"0.09",0.2,"6.6",28640,"18","0.7",43.8,200,1,42477,7.77,16.66,0
"928",2016-11-09,2016-11-09,"D41A",11,2016,38.08472,-122.3907,59.7,"1.16","ND",NA,"0.08","ND","0.5","0.5","0.6",NA,"0.09",0.2,"7.6",25180,"22","0.7",10.8,92,1,36278,7.92,17.12,9819.44254838281
"929",2016-11-09,2016-11-09,"D6",11,2016,38.04436,-122.1177,66.4,"1.33","ND",NA,"0.1","0.41","0.7","0.7","0.5",NA,"0.09",0.22,"8.9",19540,"17","0.6",27.3,132,1,29926,8.05,17.28,3045.0505300786
"930",2016-12-05,2016-12-05,"C3A",12,2016,38.36771,-121.5205,47,"0.75","0.7",NA,"0.4","0.24","3","3","0.2",NA,"0.08",0.09,"2.6",112,"6","0.7",14.06,NA,1,185,10.38,9.65,0
"931",2016-12-05,2016-12-05,"D24",12,2016,38.15778,-121.6847,43,"0.88","1.29",NA,"0.23","0.4","3.5","3.6","0.3",NA,"0.08",0.08,"2.4",116,"11","0.6",20,NA,1,190,9.81,10.04,0
"932",2016-12-06,2016-12-06,"C10A",12,2016,37.67934,-121.2647,56,"3.16","1.18",NA,"0.03","1.66","4.2","4.3","0.4",NA,"0.15",0.16,"15.4",452,"9","0.6",2.93,NA,1,811,10.59,10.53,0
"933",2016-12-06,2016-12-06,"C9",12,2016,37.83095,-121.554,55,"1.28","1.37",NA,"0.08","0.58","3.4","3.4","0.3",NA,"0.06",0.07,"18.3",375,"7","0.4",13.58,NA,1,664,9.8,10.9,0
"934",2016-12-07,2016-12-07,"D12",12,2016,38.02161,-121.8063,44.8,"1.99","1.37",NA,"0.18","0.52","2.5","2.6","0.2",NA,"0.08",0.09,"18.7",1974,"36","0.6",38.9,52,1,3487,9.83,10.85,0
"935",2016-12-07,2016-12-07,"D19",12,2016,38.04376,-121.6148,43.7,"1.75","0.79",NA,"0.11","0.54","2.7","2.7","0.2",NA,"0.08",0.08,"17.3",768,"9","0.4",12,108,1,1314,10.14,10.76,0
"936",2016-12-07,2016-12-07,"D28A",12,2016,37.97048,-121.573,45.1,"1.49","0.97",NA,"0.08","0.57","2.9","3","0.3",NA,"0.06",0.05,"18.7",498,"3","0.4",23.3,196,1,879,10.04,10.4,1690.1858050294
"937",2016-12-07,2016-12-08,"EZ2-SJR",12,2016,38.0499,-121.6928,NA,"2.15","0.69",NA,"0.13","0.57","2.6","2.6","0.3",NA,"0.08",0.08,"19.4",1030,"18","0.4",40.2,80,1,1833,10.19,10.69,3231.9832412782
"938",2016-12-08,2016-12-08,"D16",12,2016,38.0969,-121.6691,50.2,"1.42","0.67",NA,"0.17","0.48","2.8","2.9","0.2",NA,"0.08",0.08,"21.7",464,"13","0.5",40.8,96,1,849,10.27,10.1,0
"939",2016-12-08,2016-12-08,"D26",12,2016,38.07664,-121.5669,49.5,"1.24","0.7",NA,"0.13","0.57","3","3","0.2",NA,"0.08",0.08,"20.6",418,"14","0.4",40.2,100,1,747,10.17,10.6,0
"940",2016-12-08,2016-12-08,"MD10A",12,2016,38.04226,-121.4199,51.4,"1.35","0.55",NA,"0.02","0.38","3.1","3.2","0.3",NA,"0.05",0.05,"14.5",141,"7","0.4",19.2,196,1,232,10.82,9.96,0
"941",2016-12-08,2016-12-08,"P8",12,2016,37.97817,-121.3823,51.8,"1.14","ND",NA,"0.04","0.97","3.1","3.1","0.3",NA,"0.15",0.16,"15.5",246,"7","0.4",42.2,124,1,423,10.06,11.08,0
"942",2016-12-09,2016-12-09,"D22",12,2016,38.08453,-121.7391,56.1,"1.43","1.23",NA,"0.18","0.49","2.6","2.7","0.3",NA,"0.08",0.08,"19.6",1518,"26","0.5",35.2,48,1,2152,10.14,10.52,0
"943",2016-12-09,2016-12-09,"D4",12,2016,38.06248,-121.8205,54.8,"1.19","0.79",NA,"0.18","0.54","2","2.1","0.4",NA,"0.08",0.1,"18",3912,"23","0.7",43.4,64,1,8545,9.97,11.11,0
"944",2016-12-09,2016-12-09,"D8",12,2016,38.05992,-121.99,49.6,"1.31","0.63",NA,"0.16","0.56","1.4","1.4","0.3",NA,"0.09",0.1,"14.4",8910,"30","0.5",48.4,60,1,14194,9.78,11.37,0
"945",2016-12-09,2016-12-09,"EZ2",12,2016,38.0913,-121.7384,58.5,"2.11","1.37",NA,"0.19","0.47","2.8","3","0.3",NA,"0.08",0.1,"21.2",831,"22","0.5",31.3,44,1,1566,10.11,10.34,0
"946",2016-12-09,2016-12-09,"EZ6",12,2016,38.0711,-121.7781,54.9,"1.51","1.19",NA,"0.18","0.54","2.4","2.4","0.2",NA,"0.08",0.15,"19.2",2320,"29","0.5",35.8,56,1,4127,10,10.88,0
"947",2016-12-12,2016-12-12,"D7",12,2016,38.11714,-122.0397,51.6,"1.44","0.86",NA,"0.16","0.56","1.2","1.2","0.3",NA,"0.09",0.28,"14.5",12110,"63","0.7",10.3,40,1,19404,9.5,11.59,0
"948",2016-12-13,2016-12-13,"D41",12,2016,38.03022,-122.3729,52.2,"1.36","0.54",NA,"0.09","0.33","ND","ND","0.4",NA,"0.08",0.27,"7.1",38780,"26","0.5",47.6,84,1,43502,8.05,12.33,0
"949",2016-12-13,2016-12-13,"D41A",12,2016,38.08472,-122.3907,48.6,"1.63","0.91",NA,"0.11","0.41","0.6","0.6","0.4",NA,"0.09",0.35,"8.5",31320,"64","0.6",12.5,56,1,35656,8.7,11.81,11075.1062580339
"950",2016-12-13,2016-12-13,"D6",12,2016,38.04436,-122.1177,50.5,"1.26","ND",NA,"0.14","0.46","6","0.6","0.4",NA,"0.09",0.27,"11.4",24920,"37","0.6",30.4,72,1,30356,8.96,11.9,0
"951",2017-01-03,2017-01-03,"C10A",1,2017,37.67934,-121.2647,49,"2.01","0.9",NA,"0.05","1.61","4.3","4.3","0.4",NA,"0.13",0.17,"15.3",551,"10","0.6",3.16,NA,1,963,10.44,8.96,0
"952",2017-01-03,2017-01-03,"C9",1,2017,37.83095,-121.554,47,"0.77","0.64",NA,"0.07","0.52","4.7","4.7","0.3",NA,"0.05",0.07,"18.5",179,"6","0.6",15.19,NA,1,307,9.96,8.2,0
"953",2017-01-04,2017-01-04,"C3A",1,2017,38.36771,-121.5205,53,"1.81","0.9",NA,"0.3","0.22","2.3","2.3","0.1",NA,"0.06",0.07,"21.4",102,"32","0.5",16.49,NA,1,161,10.75,8.61,0
"954",2017-01-04,2017-01-04,"D24",1,2017,38.15778,-121.6847,51,"1.55","0.72",NA,"0.17","0.26","2.8","2.8","0.2",NA,"0.06",0.07,"22.5",110,"14","0.5",21.27,NA,1,174,10.82,8.43,0
"955",2017-01-05,2017-01-05,"D12",1,2017,38.02161,-121.8063,41.7,"1.37","1.29",NA,"0.12","0.28","3","3.1","0.3",NA,"0.05",0.07,"20.1",135,"33","0.5",41.8,40,1,227,10.62,8.31,0
"956",2017-01-05,2017-01-05,"D19",1,2017,38.04376,-121.6148,45.7,"2.02","5.01",NA,"0.09","0.33","3.4","3.7","0.3",NA,"0.04",0.07,"19.6",123,"48","0.4",16.8,24,1,204,10.63,8.34,0
"957",2017-01-05,2017-01-05,"D28A",1,2017,37.97048,-121.573,46.2,"1.24","2.23",NA,"0.07","0.38","4","4","0.2",NA,"0.04",0.05,"18.5",153,"18","0.3",31,60,1,255,10.64,8.43,0
"958",2017-01-06,2017-01-06,"D16",1,2017,38.0969,-121.6691,34.7,"1.23","1.47",NA,"0.11","0.31","3.3","3.4","0.2",NA,"0.05",0.06,"20.5",104,"23","0.4",39,48,1,179,10.67,8.19,0
"959",2017-01-06,2017-01-06,"D26",1,2017,38.07664,-121.5669,35.1,"0.99","1.32",NA,"0.11","0.33","3.4","3.5","0.2",NA,"0.05",0.06,"20.5",99,"20","0.5",47,60,1,164,10.76,8.27,0
"960",2017-01-06,2017-01-06,"MD10A",1,2017,38.04226,-121.4199,40.3,"2.49","3.43",NA,"0.15","0.7","10","10.3","0.8",NA,"0.25",0.35,"14.8",135,"24","1.1",20.5,28,1,225,9.17,8.8,0
"961",2017-01-06,2017-01-06,"P8",1,2017,37.97817,-121.3823,40.8,"2.3","3.07",NA,"0.22","2.17","8.4","8.7","0.6",NA,"0.33",0.43,"16.1",429,"27","1",43.6,40,1,785,9.22,9.21,0
"962",2017-01-09,2017-01-09,"D22",1,2017,38.08453,-121.7391,56.3,"2.35","1.23",NA,"0.11","0.35","4.2","4.7","0.3",NA,"0.1",0.16,"15.9",104,"46","0.5",38.3,24,1,178,10.87,9.25,0
"963",2017-01-09,2017-01-09,"D4",1,2017,38.06248,-121.8205,56.5,"1.92","0.97",NA,"0.11","0.26","3","3.1","0.2",NA,"0.05",0.08,"17.2",91,"42","0.4",45.1,32,1,160,11.02,8.97,0
"964",2017-01-09,2017-01-09,"D8",1,2017,38.05992,-121.99,54.4,"1.58","1.47",NA,"0.14","0.32","3","3.2","0.2",NA,"0.06",0.08,"20.4",203,"35","0.4",52.4,32,1,376,10.71,8.98,0
"965",2017-01-09,2017-01-11,"EZ2",1,2017,38.0372,-122.1643,52.5,"1.73","1.98",NA,"0.12","0.38","3.4","3.4","0.4",NA,"0.07",0.18,"18",264,"128","0.6",49.5,16,1,472,10.68,9.67,0
"966",2017-01-09,2017-01-11,"EZ6",1,2017,38.0584,-122.1845,NA,"1.46","1.89",NA,"0.12","0.39","3.3","4.2","0.3",NA,"0.07",0.15,"18.6",515,"100","0.5",48.5,16,1,967,10.64,9.82,0
"967",2017-01-10,2017-01-10,"D7",1,2017,38.11714,-122.0397,50.9,"1.91","1.88",NA,"0.11","0.35","3.2","3.8","0.2",NA,"0.06",0.13,"18.2",245,"80","0.5",11.8,24,1,432,10.91,9.29,0
"968",2017-01-11,2017-01-10,"D6",1,2017,38.04436,-122.1177,52.2,"1.8","3.08",NA,"0.15","0.38","2.9","3.8","0.3",NA,"0.07",0.18,"19.8",842,"113","0.6",34.2,20,1,1492,10.65,9.34,1629585.38144825
"969",2017-01-11,2017-01-11,"D41",1,2017,38.03022,-122.3729,50.7,"1.64","ND",NA,"0.14","0.41","1.9","2","0.3",NA,"0.08",0.08,"15.3",5940,"41","0.5",51.6,40,1,9504,10.41,10.01,0
"970",2017-01-11,2017-01-11,"D41A",1,2017,38.08472,-122.3907,51.4,"1.03","1.06",NA,"0.14","0.43","2.5","2.6","0.3",NA,"0.08",0.12,"16.7",4564,"65","0.5",13.8,20,1,4338,10.6,9.92,0
"971",2017-02-02,2017-02-02,"C10A",2,2017,37.67934,-121.2647,NA,"5.15","0.63",NA,"0.03","0.46","4.9","4.9","0.4",NA,"0.09",0.1,"11.8",101,"36","0.5",17.5,NA,1,182,9.59,10.17,40273089.3357531
"972",2017-02-02,2017-02-02,"C9",2,2017,37.83095,-121.554,60,"0.66","0.59",NA,"0.11","1.56","7.2","7.3","0.7",NA,"0.13",0.13,"15.4",211,"14","1.1",14.91,NA,1,364,8.6,10.01,8082763.60720635
"973",2017-02-03,2017-02-03,"C3A",2,2017,38.36771,-121.5205,NA,"2","0.6",NA,"0.11","0.21","2.2","2.3","ND",NA,"0.04",0.05,"18.3",71,"31","0.4",23.15,NA,1,125,10.97,9.08,32616360.5725549
"974",2017-02-03,2017-02-03,"D24",2,2017,38.15778,-121.6847,NA,"4.65","0.98",NA,"0.06","0.28","2.7","2.7","0.3",NA,"0.06",0.09,"20.5",107,"26","0.4",22.48,NA,1,191,10.24,9.85,34538946.9257758
"975",2017-02-06,2017-02-06,"D12",2,2017,38.02161,-121.8063,53.2,"1.39","0.5",NA,"0.07","0.64","3.7","3.9","0.3",NA,"0.07",0.08,"17.4",104,"15","0.5",46,52,1,190,10.21,10.35,13487682.7241346
"976",2017-02-06,2017-02-06,"D19",2,2017,38.04376,-121.6148,NA,"1.39","0.78",NA,"0.08","0.59","3.8","4","0.2",NA,"0.07",0.08,"16.2",101,"13","0.4",14.3,48,1,179,10.3,10.6,26947953.6395004
"977",2017-02-06,2017-02-06,"D28A",2,2017,37.97048,-121.573,56.1,"0.83","ND",NA,"0.08","0.97","6.2","6.4","0.5",NA,"0.11",0.11,"15.1",141,"4","0.6",27.2,100,1,241,9.56,11.33,11260862.9260084
"978",2017-02-07,2017-02-07,"D26",2,2017,38.07664,-121.5669,57.2,"1.52","0.88",NA,"0.07","0.42","3.4","3.4","0.2",NA,"0.05",0.08,"15.4",81,"22","0.3",44.7,40,1,141,10.83,10.59,54338714.7746273
"979",2017-02-07,2017-02-07,"P8",2,2017,37.97817,-121.3823,63.3,"4.17","1.53",NA,"0.06","0.67","4.9","5.1","0.2",NA,"0.09",0.12,"11.9",115,"15","0.4",45,68,1,208,9.95,11.97,5619867.80172276
"980",2017-02-08,2017-02-08,"D4",2,2017,38.06248,-121.8205,59.7,"7.21","1.78",NA,"0.05","0.3","3","3.4","0.2",NA,"0.08",0.13,"18.6",105,"52","0.4",44.8,20,1,182,10.57,11.84,175227413.244828
"981",2017-02-08,2017-02-08,"D8",2,2017,38.05992,-121.99,61,"4.16","1.28",NA,"0.08","0.41","3","3.8","0.2",NA,"0.06",0.09,"16.7",104,"24","0.3",53.3,40,1,182,10.78,10.98,132113522.935769
"982",2017-02-08,2017-02-10,"EZ2",2,2017,38.0652,-122.2427,60.3,"2.84","1.74",NA,"0.06","0.33","2.7","2.7","0.2",NA,"0.07",0.1,"16.8",121,"57","0.4",58.2,16,1,213,9.76,11.9,329703681.03418
"983",2017-02-08,2017-02-10,"EZ6",2,2017,38.0633,-122.2721,61.7,"3.32","1.8",NA,"0.08","0.36","3.4","4.1","0.3",NA,"0.08",0.13,"18.6",187,"76","0.4",37.4,16,1,292,9.78,13.39,195811700.050396
"984",2017-02-09,2017-02-09,"D7",2,2017,38.11714,-122.0397,55.9,"3.83","1.95",NA,"0.05","0.3","2.7","3.2","0.1",NA,"0.07",0.1,"16.8",105,"54","0.2",11.5,28,1,170,10.02,11.49,138088180.270902
"985",2017-02-10,2017-02-09,"D6",2,2017,38.04436,-122.1177,58.1,"4.56","2.58",NA,"0.06","0.34","3","3.5","0.2",NA,"0.07",0.12,"17.5",114,"60","0.3",36.4,28,1,201,9.97,11.44,147722239.35957
"986",2017-02-10,2017-02-10,"D41",2,2017,38.03022,-122.3729,57.2,"2.18","1.78",NA,"0.09","0.38","2.5","2.7","ND",NA,"0.07",0.1,"16.3",2054,"52","0.3",50.1,16,1,3055,9.73,11.68,48547740.3559151
"987",2017-02-10,2017-02-10,"D41A",2,2017,38.08472,-122.3907,54.7,"2.18","2.57",NA,"0.1","0.49","3.4","3.7","0.2",NA,"0.1",0.17,"16.9",1406,"72","0.4",13,16,1,2478,9.85,12.31,290281521.444985
"988",2017-03-06,2017-03-06,"C10A",3,2017,37.67934,-121.2647,52,"6.58","0.83",NA,"0.02","0.29","3.9","4","0.3",NA,"0.07",0.09,"11.3",87,"19","0.3",NA,NA,1,151,9.77,11.48,48856090.916883
"989",2017-03-06,2017-03-06,"D12",3,2017,38.02161,-121.8063,50.4,"1.53","ND",NA,"0.07","0.5","3.1","3.1","0.2",NA,"0.07",0.08,"15.3",101,"15","0.3",43.7,44,1,170,9.88,11.45,97001849.5828893
"990",2017-03-06,2017-03-06,"D19",3,2017,38.04376,-121.6148,49.5,"1.13","0.69",NA,"0.06","0.58","3.8","3.8","0.3",NA,"0.08",0.1,"14.5",111,"10","0.4",14.2,52,1,188,9.76,11.92,41426454.0812707
"991",2017-03-06,2017-03-06,"D28A",3,2017,37.97048,-121.573,50.4,"2","0.74",NA,"0.04","0.57","4.2","4.4","0.3",NA,"0.08",0.08,"12",128,"7","0.3",26.6,76,1,223,9.54,12.28,32560225.0892372
"992",2017-03-07,2017-03-07,"C3A",3,2017,38.36771,-121.5205,53,"2.5","0.59",NA,"0.11","0.19","1.5","1.5","0.2",NA,"0.04",0.04,"18.6",79,"39","0.3",23.975,NA,1,124,10.72,9.98,72052620.8684034
"993",2017-03-07,2017-03-07,"D16",3,2017,38.0969,-121.6691,46.4,"1.4","0.59",NA,"0.06","0.47","3.2","3.3","ND",NA,"0.07",0.08,"14.4",92,"10","0.4",40.7,52,1,167,9.79,11.71,24423184.8826749
"994",2017-03-07,2017-03-07,"D24",3,2017,38.15778,-121.6847,53,"6.55","1.09",NA,"0.03","0.23","2.3","2.2","0.3",NA,"0.06",0.09,"19.3",112,"32","0.3",21.47,NA,1,193,10.31,10.35,159119242.793226
"995",2017-03-07,2017-03-07,"D26",3,2017,38.07664,-121.5669,50.2,"1.53","0.69",NA,"0.05","0.56","3.8","3.8","0.3",NA,"0.09",0.09,"12.7",109,"6","0.4",44.3,88,1,193,9.56,12.22,15955353.9994776
"996",2017-03-07,2017-03-07,"MD10A",3,2017,38.04226,-121.4199,56.7,"1.41","0.65",NA,"0.04","0.75","4.2","4.4","0.4",NA,"0.13",0.13,"14.3",120,"5","0.5",21,112,1,205,9.2,12.19,5005694.32442413
"997",2017-03-07,2017-03-07,"P8",3,2017,37.97817,-121.3823,57.2,"4.24","1.32",NA,"0.02","0.43","3.5","3.6","0.2",NA,"0.08",0.09,"11.7",98,"19","0.3",44,48,1,175,9.98,12.02,103808199.104395
"998",2017-03-08,2017-03-08,"D22",3,2017,38.08453,-121.7391,61,"5.29","0.61",NA,"0.06","0.24","1.6","1.6","0.1",NA,"0.04",0.06,"18.7",98,"27","0.2",35.9,28,1,159,10.66,10.45,15365061.28568
"999",2017-03-08,2017-03-08,"D4",3,2017,38.06248,-121.8205,57,"1.5","ND",NA,"0.05","0.31","2.2","2.1","0.3",NA,"0.05",0.07,"18.1",98,"21","0.3",43.9,32,1,171,10.21,11.05,54009887.3997145
"1000",2017-03-08,2017-03-08,"D8",3,2017,38.05992,-121.99,55.9,"3.35","ND",NA,"0.05","0.37","2.5","2.5","0.4",NA,"0.06",0.08,"17.2",99,"24","0.3",50.9,28,1,180,10.12,11.53,15235306.1694715
"1001",2017-03-08,2017-03-10,"EZ2",3,2017,38.0401,-122.1268,64.2,"4.13","0.85",NA,"0.07","0.35","2.7","2.9","0.3",NA,"0.06",0.07,"17.9",199,"31","0.4",60.5,NA,1,339,10.09,12.25,49860481.2483674
"1002",2017-03-08,2017-03-10,"EZ6",3,2017,38.0285,-122.1601,61.5,"3.7","1.16",NA,"0.07","0.35","2.7","3","0.3",NA,"0.06",0.08,"17.6",322,"38","0.4",54.2,32,1,607,10.01,11.99,87002314.3138885
