"","PhytoDate","WQDate","StationCode","Month","Year","Latitude","Longitude","Genus","CarbonperML","AirTemp","Chla","Pheophytin","TotAmmonia","DissAmmonia","DissNitrateNitrite","DOC","TOC","DON","TON","DissOrthophos","TotPhos","DissSilica","TDS","TSS","TKN","Depth","Secchi","Microcystis","SpCndSurface","DOSurface","WTSurface"
"471",2014-08-15,2014-08-15,"C3A",8,2014,38.36771,-121.5205,"Microcystis",0,NA,"1.03","0.5",NA,"0.25","0.17","2","2.1","0.2",NA,"0.05",0.08,"18.4",106,"6","0.6",9.7,120,NA,156,7.5,22.7
"472",2014-08-15,2014-08-18,"D26",8,2014,38.07664,-121.5669,"Microcystis",0,NA,"3.58","1.38",NA,"0.06","0.26","2.3","2.3","0.2",NA,"0.08",0.09,"15.1",182,"6","0.3",43.2,140,NA,384,7.4,23.9
"473",2014-08-15,2014-08-14,"EZ2-SJR",8,2014,38.0541,-121.6885,"Microcystis",0,NA,"3.35","0.63",NA,"ND","0.21","2","2.1","0.3",NA,"0.07",0.11,"13.1",1031,"9","0.3",38,72,NA,1809,7.95,22.6
"474",2014-08-15,2014-08-14,"EZ6-SJR",8,2014,38.0259,-121.7809,"Microcystis",0,NA,"2.65","0.69",NA,"0.02","0.3","1.8","1.9","0.2",NA,"0.07",0.12,"12.8",3802,"17","0.3",41.2,60,NA,5210,7.8,21.8
"475",2014-08-15,2014-08-18,"MD10A",8,2014,38.04226,-121.4199,"Microcystis",0,NA,"3.33","1.1",NA,"0.03","0.07","3.7","3.8","0.2",NA,"0.07",0.11,"13.4",168,"4","0.4",16.5,182,NA,318,6.35,25.1
"476",2014-08-15,2014-08-18,"P8",8,2014,37.97817,-121.3823,"Microcystis",0,NA,"6.84","1.54",NA,"0.02","0.78","4.7","4.9","0.4",NA,"0.28",0.37,"11.5",548,"5","0.6",37.6,148,NA,1041,6.85,26.4
"477",2014-08-18,2014-08-19,"D4",8,2014,38.06248,-121.8205,"Microcystis",0,NA,"2","1.88",NA,"ND","0.4","1.8","2","0.3",NA,"0.1",0.14,"11.5",5156,"45","0.4",35.5,40,NA,8969,7.95,21.5
"478",2014-08-18,2014-08-19,"D8",8,2014,38.05992,-121.99,"Microcystis",0,NA,"1.77","0.62",NA,"0.01","0.48","1.7","1.7","0.2",NA,"0.11",0.14,"11.2",8430,"27","0.4",39.2,88,NA,14030,7.9,21.4
"479",2014-08-18,2014-08-19,"EZ2",8,2014,38.1082,-121.7164,"Microcystis",0,NA,"2.9","1.72",NA,"0.02","0.31","1.7","1.8","0.2",NA,"0.07",0.11,"15",1059,"22","0.3",33.7,40,NA,1921,8.05,22.3
"480",2014-08-18,2014-08-19,"EZ6",8,2014,38.0845,-121.7391,"Microcystis",0,NA,"2.58","1.52",NA,"0.03","0.36","1.9","2.1","0.2",NA,"0.09",0.13,"13.2",2592,"30","0.4",29.7,48,NA,4756,8.05,21.9
"481",2014-08-19,2014-08-20,"D7",8,2014,38.11714,-122.0397,"Microcystis",0,NA,"1.86","1.03",NA,"0.01","0.53","1.6","1.6","0.4",NA,"0.12",0.17,"11.7",12980,"47","0.6",5.4,40,NA,21570,7.85,20.6
"482",2014-08-20,2014-08-21,"D41",8,2014,38.03022,-122.3729,"Microcystis",0,NA,"2.21","0.66",NA,"0.08","0.26","0.6","0.7","0.2",NA,"0.05",0.15,"6.2",31220,"30","0.5",38.8,84,NA,47201,6.9,20.1
"483",2014-08-20,2014-08-21,"D41A",8,2014,38.08472,-122.3907,"Microcystis",0,NA,"4.03","1.53",NA,"0.05","0.31","0.7","0.9","0.4",NA,"0.06",0.22,"8",28620,"90","0.6",7,25,NA,43298,7.1,20.4
"484",2014-08-20,2014-08-21,"D6",8,2014,38.04436,-122.1177,"Microcystis",0,NA,"1.48","0.43",NA,"0.07","0.39","1.1","1.1","0.3",NA,"0.07",0.17,"9.3",19420,"25","0.6",37.1,68,NA,30941,7.45,20.9
"485",2014-09-15,2014-09-15,"D19",9,2014,38.04376,-121.6148,"Microcystis",0,NA,"5.24","1.18",NA,"0.02","0.23","2.3","2.3","ND",NA,"0.08",0.09,"14.9",568,"9","0.1",36.7,116,NA,1066,7.9,22.4
"486",2014-09-15,2014-09-15,"D28A",9,2014,37.97048,-121.573,"Microcystis",0,NA,"6.27","1.08",NA,"ND","0.03","2.8","3","ND",NA,"0.09",0.1,"12.1",367,"4","0.3",27.8,238,NA,683,8,23.5
"487",2014-09-15,2014-09-15,"EZ2-SJR",9,2014,38.0576,-121.6815,"Microcystis",0,NA,"5.88","1.51",NA,"ND","0.25","2.4","2.5","ND",NA,"0.08",0.1,"14.7",988,"11","0.2",46.4,100,NA,1820,8,22.1
"488",2014-09-15,2014-09-18,"EZ6",9,2014,38.0845,-121.7391,"Microcystis",0,NA,"5.23","0.75",NA,"0.04","0.37","2.2","2.4","0.2",NA,"0.1",0.12,"15.7",2484,"15","0.4",32.5,50,NA,2932,7.95,22.8
"489",2014-09-15,2014-09-15,"EZ6-SJR",9,2014,38.0216,-121.8063,"Microcystis",0,NA,"3.37","1.1",NA,"0.03","0.33","2.2","2.4","0.1",NA,"0.09",0.12,"13.9",3548,"19","0.2",39.6,52,NA,6874,7.8,21.3
"490",2014-09-16,2014-09-16,"D26",9,2014,38.07664,-121.5669,"Microcystis",0,NA,"6.62","1.45",NA,"0.03","0.26","2.4","2.4","0.1",NA,"0.08",0.09,"16.8",218,"4","0.3",34.7,132,NA,407,7.85,23
"491",2014-09-16,2014-09-16,"MD10A",9,2014,38.04226,-121.4199,"Microcystis",0,NA,"4.42","1.31",NA,"0.02","0.05","3.5","3.7","0.2",NA,"0.08",0.1,"14.7",168,"3","0.3",15,260,NA,315,6.45,23.9
"492",2014-09-16,2014-09-16,"P8",9,2014,37.97817,-121.3823,"Microcystis",0,NA,"6.62","1.15",NA,"0.05","0.97","5","5","0.4",NA,"0.35",0.36,"13",610,"4","0.6",37.8,144,NA,1135,6.85,25.2
"493",2014-09-18,2014-09-18,"D4",9,2014,38.06248,-121.8205,"Microcystis",0,NA,"2.84","0.55",NA,"0.03","0.39","2.1","2.2","0.1",NA,"0.1",0.11,"13.2",5600,"22","0.3",37.1,70,NA,9642,7.6,21.8
"494",2014-09-18,2014-09-18,"D8",9,2014,38.05992,-121.99,"Microcystis",0,NA,"1.6","0.3",NA,"0.03","0.46","2","2.1","0.2",NA,"0.12",0.13,"11.9",10330,"14","0.3",39.4,70,NA,16899,7.6,21.6
"495",2014-09-18,2014-09-18,"EZ2",9,2014,38.1231,-121.6987,"Microcystis",0,NA,"4.88","1.65",NA,"0.04","0.39","2.3","2.3","0.1",NA,"0.09",0.11,"17.8",825,"16","0.3",32,60,NA,1719,7.75,22.5
"496",2014-09-19,2014-09-19,"D7",9,2014,38.11714,-122.0397,"Microcystis",0,NA,"1.34","0.92",NA,"0.02","0.48","1.9","2","0.4",NA,"0.12",0.14,"10",13730,"41","0.5",5.6,40,NA,21816,7.45,21.5
"497",2014-09-22,2014-09-22,"D41",9,2014,38.03022,-122.3729,"Microcystis",0,NA,"1.93","0.32",NA,"0.04","0.28","0.9","0.9","0.3",NA,"0.1",0.11,"5.5",30660,"26","0.5",44,124,NA,45894,6.7,21
"498",2014-09-22,2014-09-22,"D41A",9,2014,38.08472,-122.3907,"Microcystis",0,NA,"3.05","0.78",NA,"0.02","0.36","1.2","1.2","0.2",NA,"0.12",0.12,"6.8",27740,"41","0.4",7.9,56,NA,41616,6.9,21.5
"499",2014-09-22,2014-09-22,"D6",9,2014,38.04436,-122.1177,"Microcystis",0,NA,"1.26","0.35",NA,"0.07","0.46","1.5","1.5","0.4",NA,"0.12",0.13,"8.5",23880,"23","0.5",46.6,92,NA,32766,7,21.8
"500",2014-09-26,2014-09-26,"C10A",9,2014,37.67934,-121.2647,"Microcystis",0,NA,"3.01","1.33",NA,"0.03","1.64","2.9","2.9","0.3",NA,"0.03",0.07,"18.5",360,"8","0.5",NA,NA,NA,616,7.7,21.75
"501",2014-09-26,2014-09-26,"C3A",9,2014,38.36771,-121.5205,"Microcystis",0,NA,"0.99","0.84",NA,"0.73","0.34","2.2","2.2","0.5",NA,"0.13",0.14,"20.7",111,"4","1.3",9.5,200,NA,188,7.35,21.77
"502",2014-10-01,2014-10-01,"D19",10,2014,38.04376,-121.6148,"Microcystis",0,NA,"5.53","0.99",NA,"0.02","0.23","2.4","2.5","0.1",NA,"0.08",0.1,"16.2",581,"4","0.3",28.3,212,NA,1035,7.95,21.7
"503",2014-10-01,2014-10-01,"D28A",10,2014,37.97048,-121.573,"Microcystis",0,NA,"4.53","0.9",NA,"0.02","0.06","2.8","3","0.2",NA,"0.08",0.1,"13.3",405,"3","0.3",20.7,300,NA,766,7.6,22
"504",2014-10-01,2014-10-01,"EZ2-SJR",10,2014,38.0688,-121.6778,"Microcystis",0,NA,"6.16","1.04",NA,"0.02","0.27","2.3","2.4","0.2",NA,"0.09",0.11,"16.4",1008,"8","0.3",32.6,92,NA,1884,7.85,21.4
"505",2014-10-01,2014-10-01,"EZ6-SJR",10,2014,38.0272,-121.7432,"Microcystis",0,NA,"3.88","0.89",NA,"0.03","0.29","2","2.2","0.3",NA,"0.09",0.12,"14.8",2732,"12","0.4",39.7,92,NA,5084,7.8,21.4
"506",2014-10-02,2014-10-02,"D26",10,2014,38.07664,-121.5669,"Microcystis",0,NA,"5.43","1.24",NA,"0.07","0.29","2.4","2.5","0.2",NA,"0.08",0.1,"17.1",231,"5","0.4",37.7,180,NA,430,7.45,21.7
"507",2014-10-02,2014-10-02,"MD10A",10,2014,38.04226,-121.4199,"Microcystis",0,NA,"2.69","0.87",NA,"0.03","0.1","3.4","3.4","0.3",NA,"0.07",0.1,"14.5",170,"2","0.3",18.2,364,NA,320,6,21.8
"508",2014-10-02,2014-10-02,"P8",10,2014,37.97817,-121.3823,"Microcystis",0,NA,"5.51","0.57",NA,"0.09","1.69","4.7","4.7","0.4",NA,"0.42",0.47,"13.2",739,"3","0.8",35.7,152,NA,1375,7.2,23
"509",2014-10-03,2014-10-03,"C10A",10,2014,37.67934,-121.2647,"Microcystis",0,NA,"1.77","0.81",NA,"0.03","1.51","2.6","2.6","0.2",NA,"0.04",0.07,"16.5",326,"5","0.6",NA,NA,NA,536,8,21.5
"510",2014-10-03,2014-10-03,"C3A",10,2014,38.36771,-121.5205,"Microcystis",0,NA,"1.21","0.61",NA,"0.91","0.35","2.2","2.2","ND",NA,"0.12",0.14,"19.8",106,"7","1.2",7.1,90,NA,163,7.7,20.39
"511",2014-10-03,2014-10-03,"D4",10,2014,38.06248,-121.8205,"Microcystis",0,NA,"2.14","0.49",NA,"0.03","0.4","1.8","1.9","0.3",NA,"0.1",0.12,"13.5",5748,"11","0.4",35.5,104,NA,9730,7.6,21.6
"512",2014-10-03,2014-10-03,"D8",10,2014,38.05992,-121.99,"Microcystis",0,NA,"1.41","0.3",NA,"0.03","0.47","1.7","1.7","0.4",NA,"0.11",0.13,"13.4",10670,"14","0.5",36.8,112,NA,18434,7.6,21.4
"513",2014-10-03,2014-10-03,"EZ2",10,2014,38.1341,-121.6943,"Microcystis",0,NA,"4.33","0.8",NA,"0.1","0.39","2.1","2.1","0.2",NA,"0.09",0.1,"18.4",729,"10","0.3",32.2,76,NA,1664,7.7,21.7
"514",2014-10-03,2014-10-03,"EZ6",10,2014,38.0845,-121.7391,"Microcystis",0,NA,"2.22","0.62",NA,"0.05","0.37","1.9","2","0.3",NA,"0.1",0.11,"16",3148,"14","0.3",31,64,NA,5892,7.65,21.4
"515",2014-10-06,2014-10-06,"D7",10,2014,38.11714,-122.0397,"Microcystis",0,NA,"1.54","0.76",NA,"0.02","0.46","1.6","1.6","0.4",NA,"0.11",0.13,"10.6",15160,"29","0.5",6.4,64,NA,24412,7.3,21.8
"516",2014-10-07,2014-10-07,"D41",10,2014,38.03022,-122.3729,"Microcystis",0,NA,"2.18","0.95",NA,"0.05","0.25","0.7","0.8","0.4",NA,"0.09",0.12,"5.3",30300,"34","0.6",45.8,84,NA,46819,6.6,20.2
"517",2014-10-07,2014-10-07,"D41A",10,2014,38.08472,-122.3907,"Microcystis",0,NA,"2.55","1.07",NA,"0.02","0.33","0.9","1","0.4",NA,"0.11",0.14,"6.7",26780,"57","0.6",8.3,52,NA,41667,6.85,21.1
"518",2014-10-07,2014-10-07,"D6",10,2014,38.04436,-122.1177,"Microcystis",0,NA,"1.24","0.31",NA,"0.05","0.39","1.1","1.2","0.5",NA,"0.11",0.13,"7.7",23160,"21","0.5",39.8,112,NA,35606,6.9,21.7
"519",2014-11-12,2014-11-12,"D19",11,2014,38.04376,-121.6148,"Microcystis",0,NA,"3.87","0.85",NA,"0.06","0.47","2.6","2.6","0.2",NA,"0.08",0.1,"16.2",555,"2","0.3",35.4,192,NA,1000,8.2,17.4
"520",2014-11-12,2014-11-12,"D28A",11,2014,37.97048,-121.573,"Microcystis",0,NA,"3.3","1.04",NA,"0.03","0.25","2.9","3","0.2",NA,"0.08",0.1,"14.6",462,"1","0.3",22.2,302,NA,805,8,17.6
"521",2014-11-12,2014-11-12,"EZ2-SJR",11,2014,38.0563,-121.6841,"Microcystis",0,NA,"2.69","0.75",NA,"0.05","0.51","2.1","2.2","0.3",NA,"0.09",0.1,"16.2",1210,"6","0.3",41.1,120,NA,1981,8.3,17.5
"522",2014-11-12,2014-11-12,"EZ6-SJR",11,2014,38.0284,-121.7692,"Microcystis",0,NA,"2.1","0.97",NA,"0.08","0.51","2","2","0.3",NA,"0.09",0.12,"15.4",2712,"12","0.4",42.2,72,NA,4806,8.3,17.3
"523",2014-11-13,2014-11-13,"D26",11,2014,38.07664,-121.5669,"Microcystis",0,NA,"2.21","1.15",NA,"0.11","0.53","2.6","2.6","0.3",NA,"0.08",0.11,"17.4",236,"5","0.5",38.4,172,NA,445,8,17.1
"524",2014-11-13,2014-11-13,"MD10A",11,2014,38.04226,-121.4199,"Microcystis",0,NA,"1.68","1.02",NA,"0.03","0.33","3.7","3.7","0.2",NA,"0.07",0.08,"11.9",322,"1","0.2",16,248,NA,606,7.05,16.9
"525",2014-11-13,2014-11-13,"P8",11,2014,37.97817,-121.3823,"Microcystis",0,NA,"2.76","2.25",NA,"0.11","1.22","2.8","3","0.1",NA,"0.15",0.21,"12.8",289,"15","0.5",36.8,48,NA,544,6.6,16.7
"526",2014-11-14,2014-11-14,"C10A",11,2014,37.67934,-121.2647,"Microcystis",0,NA,"10.82","2.47",NA,"0.03","1.04","2.7","2.7","0.2",NA,"0.08",0.11,"12.8",305,"6","0.4",NA,NA,NA,539,8.1,16.22
"527",2014-11-14,2014-11-14,"C3A",11,2014,38.36771,-121.5205,"Microcystis",0,NA,"0.68","0.78",NA,"0.7","0.5","2.2","2.2","0.2",NA,"0.13",0.15,"22.9",123,"4","1",8,250,NA,193,8.4,16.66
"528",2014-11-14,2014-11-14,"D4",11,2014,38.06248,-121.8205,"Microcystis",0,NA,"1.26","0.58",NA,"0.07","0.53","1.7","1.8","0.2",NA,"0.09",0.12,"15.8",5444,"15","0.5",33.8,76,NA,9778,8.3,17.4
"529",2014-11-14,2014-11-14,"D8",11,2014,38.05992,-121.99,"Microcystis",0,NA,"1.57","0.46",NA,"0.07","0.51","1.6","1.7","0.2",NA,"0.1",0.13,"13.5",9940,"21","0.4",41.8,56,NA,16184,8.35,16.9
"530",2014-11-14,2014-11-14,"EZ2",11,2014,38.1311,-121.6951,"Microcystis",0,NA,"2.49","0.64",NA,"0.1","0.6","1.9","1.9","0.1",NA,"0.08",0.1,"18",765,"12","0.3",33.8,60,NA,1460,8.3,17
"531",2014-11-14,2014-11-14,"EZ6",11,2014,38.0845,-121.7391,"Microcystis",0,NA,"1.4","1.06",NA,"0.1","0.54","1.8","1.9","0.1",NA,"0.09",0.12,"15.1",2948,"23","0.4",30.4,44,NA,5291,8.2,17.3
"532",2014-11-17,2014-11-17,"D6",11,2014,38.04436,-122.1177,"Microcystis",0,NA,"1.21","0.27",NA,"0.09","0.46","1.3","1.3","0.4",NA,"0.1",0.12,"10.7",17540,"22","0.6",23.1,76,NA,29790,8,16.3
"533",2014-11-17,2014-11-17,"D7",11,2014,38.11714,-122.0397,"Microcystis",0,NA,"1.57","0.99",NA,"0.09","0.48","1.5","1.6","0.2",NA,"0.1",0.11,"13.4",14050,"45","0.4",5.6,40,NA,22087,8.4,16.1
"534",2014-11-18,2014-11-18,"D41",11,2014,38.03022,-122.3729,"Microcystis",0,NA,"1.93","0.33",NA,"0.05","0.32","0.8","0.8","0.3",NA,"0.08",0.08,"7.6",28580,"23","0.3",45.3,100,NA,38230,7.6,15.9
"535",2014-11-18,2014-11-18,"D41A",11,2014,38.08472,-122.3907,"Microcystis",0,NA,"1.2","1.56",NA,"0.05","0.39","1","1.1","0.3",NA,"0.1",0.12,"8.7",24060,"71","0.4",8.4,40,NA,38230,8.05,15.8
"536",2014-12-10,2014-12-16,"D26",12,2014,38.07664,-121.5669,"Microcystis",0,NA,"0.62","3.31",NA,"0.17","0.78","5.7","6.5","0.4",NA,"0.06",0.13,"19.4",172,"71","0.9",52.9,20,NA,329,8.5,12.7
"537",2014-12-17,2014-12-17,"D8",12,2014,38.05992,-121.99,"Microcystis",0,NA,"0.48","2.27",NA,"0.19","0.61","4.5","4.7","0.6",NA,"0.08",0.14,"18.8",1463,"40","0.8",44,28,NA,2730,8.3,12.8
"538",2014-12-17,2014-12-17,"EZ2",12,2014,38.0556,-121.8762,"Microcystis",0,NA,"1.28","1.2",NA,"0.16","0.62","5.4","6","0.5",NA,"0.07",0.14,"18.6",672,"68","0.9",58.3,16,NA,1276,8,12.7
"539",2014-12-19,2014-12-19,"D41",12,2014,38.03022,-122.3729,"Microcystis",0,NA,"1.43","0.18",NA,"0.1","0.41","1.1","1.1","0.4",NA,"0.09",0.1,"8.6",22300,"21","0.6",44.8,100,NA,34949,8.25,14.07
"540",2014-12-19,2014-12-19,"D41A",12,2014,38.08472,-122.3907,"Microcystis",0,NA,"0.69","1.9",NA,"0.1","0.4","1.7","1.8","0.3",NA,"0.07",0.18,"11.7",14810,"92","0.8",9.8,32,NA,24492,8.6,13.61
"541",2015-01-12,2015-01-12,"C10A",1,2015,37.67934,-121.2647,"Microcystis",0,NA,"2.67","7.5",NA,"0.04","2.04","3.3","3","0.4",NA,"0.11",0.17,"15.5",558,"8","0.5",NA,NA,NA,961,9.6,11.7
"542",2015-01-12,2015-01-12,"C3A",1,2015,38.36771,-121.5205,"Microcystis",0,NA,"0.81","0.5",NA,"0.5","0.37","2","2","0.2",NA,"0.08",0.14,"11.5",149,"7","1.2",9.42,100,NA,239,9.7,11.3
"543",2015-01-14,2015-01-14,"D19",1,2015,38.04376,-121.6148,"Microcystis",0,NA,"0.6","0.98",NA,"0.1","0.65","5.4","5.5","0.4",NA,"0.06",0.12,"22",210,"13","0.8",41.4,45,NA,363,9.15,9.6
"544",2015-01-14,2015-01-14,"D28A",1,2015,37.97048,-121.573,"Microcystis",0,NA,"0.99","1.36",NA,"0.1","0.88","6.4","6.5","0.6",NA,"0.06",0.1,"21.6",208,"7","0.8",21.7,70,NA,352,8.3,10
"545",2015-01-15,2015-01-15,"D26",1,2015,38.07664,-121.5669,"Microcystis",0,NA,"0.82","0.7",NA,"0.15","0.67","5.3","5.3","0.4",NA,"0.06",0.11,"22.7",183,"10","0.8",41.6,60,NA,298,9.15,9.6
"546",2015-01-15,2015-01-15,"MD10A",1,2015,38.04226,-121.4199,"Microcystis",0,NA,"0.35","0.45",NA,"0.07","1.24","7.3","7.6","0.6",NA,"0.1",0.15,"22",235,"1","1",14,140,NA,392,8.25,9.9
"547",2015-01-15,2015-01-15,"P8",1,2015,37.97817,-121.3823,"Microcystis",0,NA,"1.03","0.95",NA,"0.15","2.73","8.7","8.7","0.8",NA,"0.37",0.43,"19.6",438,"2","1.5",35.9,100,NA,783,7.1,10.2
"548",2015-01-16,2015-01-16,"D4",1,2015,38.06248,-121.8205,"Microcystis",0,NA,"0.45","1.51",NA,"0.16","0.65","3.2","3.3","0.4",NA,"0.08",0.12,"18.9",4012,"20","0.7",36.5,50,NA,7342,9.5,10.2
"549",2015-01-16,2015-01-16,"D8",1,2015,38.05992,-121.99,"Microcystis",0,NA,"0.26","1.63",NA,"0.15","0.61","2.8","2.8","0.4",NA,"0.08",0.13,"16.8",7440,"25","0.8",42.2,50,NA,12680,9.25,10.6
"550",2015-01-16,2015-01-16,"EZ2",1,2015,38.0845,-121.7391,"Microcystis",0,NA,"0.56","1.39",NA,"0.21","0.66","3.7","3.8","0.4",NA,"0.09",0.13,"21.3",750,"24","0.8",29.8,35,NA,1464,9.6,9.8
"551",2015-01-16,2015-01-16,"EZ6",1,2015,38.0618,-121.7911,"Microcystis",0,NA,"0.36","1.54",NA,"0.15","0.52","3.7","3.7","0.3",NA,"0.07",0.14,"20.4",2006,"22","0.7",34,40,NA,3723,9.6,9.8
"552",2015-01-20,2015-01-20,"D7",1,2015,38.11714,-122.0397,"Microcystis",0,NA,"0.92","1.65",NA,"0.18","0.4","2","2.3","0.5",NA,"0.06",0.16,"14.3",11420,"63","0.9",7,40,NA,18639,8.9,11.81
"553",2015-01-21,2015-01-21,"D41",1,2015,38.03022,-122.3729,"Microcystis",0,NA,"1.35","1.79",NA,"0.1","0.23","0.6","0.6","0.3",NA,"0.06",0.11,"5.4",27200,"44","0.6",35.2,60,NA,42028,7.85,13.2
"554",2015-01-21,2015-01-21,"D41A",1,2015,38.08472,-122.3907,"Microcystis",0,NA,"0.9","1.29",NA,"0.11","0.39","1","1","0.4",NA,"0.07",0.13,"8.1",22320,"57","0.7",9.1,50,NA,35038,8.05,12.7
"555",2015-01-21,2015-01-21,"D6",1,2015,38.04436,-122.1177,"Microcystis",0,NA,"1.38","1.04",NA,"0.14","0.36","1.3","1.3","0.5",NA,"0.06",0.12,"10.1",18060,"44","0.7",38.5,55,NA,28967,8.45,12.4
"556",2015-02-11,2015-02-11,"D19",2,2015,38.04376,-121.6148,"Microcystis",0,NA,"1.35","0.9",NA,"0.16","0.84","4.6","4.6","0.5",NA,"0.08",0.11,"22.2",345,"10","0.8",33.4,72,NA,624,9.3,12.9
"557",2015-02-11,2015-02-11,"D28A",2,2015,37.97048,-121.573,"Microcystis",0,NA,"1.37","1.1",NA,"0.09","0.79","6","6","0.5",NA,"0.07",0.11,"23",290,"5","0.8",23.6,96,NA,520,8.9,13.2
"558",2015-02-12,2015-02-12,"D26",2,2015,38.07664,-121.5669,"Microcystis",0,NA,"1.73","1.58",NA,"0.19","0.6","5.7","5.9","0.5",NA,"0.07",0.14,"20.3",170,"58","0.9",40.2,24,NA,284,8.45,13.3
"559",2015-02-12,2015-02-12,"MD10A",2,2015,38.04226,-121.4199,"Microcystis",0,NA,"0.78","1.03",NA,"0.13","1.1","8.1","8.3","0.7",NA,"0.16",0.22,"17.7",237,"3","1.2",10.7,160,NA,414,7.6,14.2
"560",2015-02-12,2015-02-12,"P8",2,2015,37.97817,-121.3823,"Microcystis",0,NA,"1.79","1.61",NA,"0.15","4.57","8.9","9.3","1",NA,"0.48",0.64,"18",492,"27","1.5",35,32,NA,868,7.5,13.7
"561",2015-02-13,2015-02-13,"D4",2,2015,38.06248,-121.8205,"Microcystis",0,NA,"1.9","1.08",NA,"0.22","0.48","3.7","4","0.4",NA,"0.06",0.14,"20.3",467,"46","0.7",37,24,NA,810,8.55,13.8
"562",2015-02-13,2015-02-13,"D8",2,2015,38.05992,-121.99,"Microcystis",0,NA,"1.57","0.5",NA,"0.28","0.34","2.7","2.9","0.3",NA,"0.04",0.13,"20.4",2336,"19","0.7",41.1,24,NA,3649,8.9,13.5
"563",2015-02-13,2015-02-13,"EZ2",2,2015,38.0625,-121.8565,"Microcystis",0,NA,"1.6","1.27",NA,"0.25","0.58","3.4","3.9","0.3",NA,"0.07",0.13,"20.7",707,"31","0.8",60.6,28,NA,1142,8.6,13.7
"564",2015-02-13,2015-02-13,"EZ6",2,2015,38.0463,-121.9183,"Microcystis",0,NA,"1.64","0.81",NA,"0.26","0.58","2.9","3.1","0.2",NA,"0.07",0.13,"20.7",1259,"18","0.7",33.6,32,NA,2316,8.9,13.7
"565",2015-02-17,2015-02-17,"C10A",2,2015,37.67934,-121.2647,"Microcystis",0,NA,"20.25","3.91",NA,"0.03","1.42","3.8","4","0.5",NA,"0.1",0.18,"16",581,"17","0.8",NA,NA,NA,983,9.55,16.3
"566",2015-02-17,2015-02-17,"C3A",2,2015,38.36771,-121.5205,"Microcystis",0,NA,"2.11","1.21",NA,"0.13","0.23","3.5","3.6","0.2",NA,"0.04",0.11,"20.7",140,"26","0.7",10.8,40,NA,243,8.6,14.8
"567",2015-02-17,2015-02-17,"D7",2,2015,38.11714,-122.0397,"Microcystis",0,NA,"2","1.49",NA,"0.18","0.62","2.5","3","0.3",NA,"0.09",0.17,"16.7",6808,"83","0.8",7,24,NA,10159,8.55,14.7
"568",2015-02-18,2015-02-18,"D41",2,2015,38.03022,-122.3729,"Microcystis",0,NA,"1.83","0.54",NA,"0.1","0.31","0.7","0.8","0.3",NA,"0.07",0.11,"6",25280,"32","0.6",42.9,112,NA,38453,8.1,15.1
"569",2015-02-18,2015-02-18,"D41A",2,2015,38.08472,-122.3907,"Microcystis",0,NA,"2.56","0.43",NA,"0.14","0.44","1.2","1.2","0.4",NA,"0.08",0.11,"9.9",19180,"38","0.6",8.9,92,NA,28831,8.25,14.9
"570",2015-02-18,2015-02-18,"D6",2,2015,38.04436,-122.1177,"Microcystis",0,NA,"1.59","0.75",NA,"0.16","0.56","1.8","1.9","0.3",NA,"0.08",0.13,"12.9",13570,"42","0.8",42.1,56,NA,20519,8.35,15
"571",2015-03-11,2015-03-11,"D19",3,2015,38.04376,-121.6148,"Microcystis",0,NA,"3.06","0.61",NA,"0.06","0.64","4.5","4.7","0.3",NA,"0.08",0.12,"19.7",255,"13","0.6",31.8,68,NA,462,8.9,15.4
"572",2015-03-11,2015-03-11,"D28A",3,2015,37.97048,-121.573,"Microcystis",0,NA,"3.68","1.07",NA,"0.03","0.43","6","6","0.4",NA,"0.06",0.12,"19.7",215,"5","0.7",21.4,108,NA,386,8.55,16.3
"573",2015-03-12,2015-03-12,"D26",3,2015,38.07664,-121.5669,"Microcystis",0,NA,"3.4","0.51",NA,"0.15","0.58","4.3","4.3","0.6",NA,"0.07",0.08,"19.8",182,"14","0.9",38.8,72,NA,326,8.7,15.3
"574",2015-03-12,2015-03-12,"MD10A",3,2015,38.04226,-121.4199,"Microcystis",0,NA,"1.27","0.87",NA,"0.05","0.4","6.4","6.4","0.4",NA,"0.05",0.1,"12.3",200,"2","0.9",14.8,232,NA,351,8.9,16.3
"575",2015-03-12,2015-03-12,"P8",3,2015,37.97817,-121.3823,"Microcystis",0,NA,"3.18","ND",NA,"0.06","2.47","7.1","7.2","0.8",NA,"0.26",0.34,"16.8",428,"5","1",30.4,104,NA,767,7.95,16
"576",2015-03-13,2015-03-13,"C10A",3,2015,37.67934,-121.2647,"Microcystis",0,NA,"18.84","2.98",NA,"0.04","1.03","2.2","2.4","0.3",NA,"0.04",0.13,"13.4",391,"13","0.6",NA,NA,NA,685,8.5,16.7
"577",2015-03-13,2015-03-13,"C3A",3,2015,38.36771,-121.5205,"Microcystis",0,NA,"2.33","1",NA,"0.53","0.19","1.8","1.8","0.1",NA,"0.07",0.11,"17.3",117,"6","0.9",9.1,180,NA,200,8.5,18.1
"578",2015-03-13,2015-03-13,"D4",3,2015,38.06248,-121.8205,"Microcystis",0,NA,"9.87","ND",NA,"0.11","0.64","3","3.4","0.5",NA,"0.08",0.14,"17.2",2616,"23","0.7",30.5,40,NA,4466,8,15.9
