#Station Number:B9502900
#Station Name:San Joaquin River at Blind Point
#Station Type:Water Quality
#Parameter:Water Temperature
#Output Interval (Unit of Measure):Daily Mean (DEGC)
#Output Date Range:Period of record
#Start and End Date of Output Date Range:02/03/2010 - 12/30/2021
#Query Date and Time:04/20/2022 13:51:31
Date Time,Water Temperature Daily Mean (DEGC),Quality Code
08/14/2010 00:00:00,20.522,1: Good data
08/15/2010 00:00:00,20.349,1: Good data
08/16/2010 00:00:00,20.47,1: Good data
08/17/2010 00:00:00,20.417,1: Good data
08/18/2010 00:00:00,20.307,1: Good data
08/19/2010 00:00:00,20.433,1: Good data
08/20/2010 00:00:00,20.429,1: Good data
08/21/2010 00:00:00,20.161,1: Good data
08/22/2010 00:00:00,20.39,1: Good data
08/23/2010 00:00:00,20.916,1: Good data
08/24/2010 00:00:00,21.532,1: Good data
08/25/2010 00:00:00,22.156,1: Good data
08/26/2010 00:00:00,21.913,1: Good data
08/27/2010 00:00:00,21.869,1: Good data
08/28/2010 00:00:00,21.499,1: Good data
08/29/2010 00:00:00,21.201,1: Good data
08/30/2010 00:00:00,21.146,1: Good data
08/31/2010 00:00:00,21.278,1: Good data
09/01/2010 00:00:00,21.517,1: Good data
09/02/2010 00:00:00,21.872,1: Good data
09/03/2010 00:00:00,21.895,1: Good data
09/04/2010 00:00:00,21.687,1: Good data
09/05/2010 00:00:00,21.685,1: Good data
09/06/2010 00:00:00,21.804,1: Good data
09/07/2010 00:00:00,21.73,1: Good data
09/08/2010 00:00:00,21.341,1: Good data
09/09/2010 00:00:00,21.231,1: Good data
09/10/2010 00:00:00,21.321,1: Good data
09/11/2010 00:00:00,21.525,1: Good data
09/12/2010 00:00:00,21.36,1: Good data
09/13/2010 00:00:00,20.75,1: Good data
09/14/2010 00:00:00,20.287,1: Good data
09/15/2010 00:00:00,20.203,1: Good data
09/16/2010 00:00:00,20.263,1: Good data
09/17/2010 00:00:00,20.449,1: Good data
09/18/2010 00:00:00,20.427,1: Good data
09/19/2010 00:00:00,20.31,1: Good data
09/20/2010 00:00:00,20.415,1: Good data
09/21/2010 00:00:00,20.482,1: Good data
09/22/2010 00:00:00,20.171,1: Good data
09/23/2010 00:00:00,20.237,1: Good data
09/24/2010 00:00:00,20.468,1: Good data
09/25/2010 00:00:00,20.785,1: Good data
09/26/2010 00:00:00,21.074,1: Good data
09/27/2010 00:00:00,21.345,1: Good data
09/28/2010 00:00:00,21.715,1: Good data
09/29/2010 00:00:00,22.049,1: Good data
09/30/2010 00:00:00,21.825,1: Good data
10/01/2010 00:00:00,21.33,1: Good data
10/02/2010 00:00:00,21.226,1: Good data
10/03/2010 00:00:00,20.882,1: Good data
10/04/2010 00:00:00,20.512,1: Good data
10/05/2010 00:00:00,20.248,1: Good data
10/06/2010 00:00:00,20.13,1: Good data
10/07/2010 00:00:00,19.899,1: Good data
10/08/2010 00:00:00,19.768,1: Good data
10/09/2010 00:00:00,19.724,1: Good data
10/10/2010 00:00:00,19.882,1: Good data
10/11/2010 00:00:00,20.078,1: Good data
10/12/2010 00:00:00,20.123,1: Good data
10/13/2010 00:00:00,20.154,1: Good data
10/14/2010 00:00:00,20.275,1: Good data
10/15/2010 00:00:00,20.313,1: Good data
10/16/2010 00:00:00,19.953,1: Good data
10/17/2010 00:00:00,19.248,1: Good data
10/18/2010 00:00:00,18.906,1: Good data
10/19/2010 00:00:00,18.907,1: Good data
10/20/2010 00:00:00,18.789,1: Good data
10/21/2010 00:00:00,18.427,1: Good data
10/22/2010 00:00:00,18.189,1: Good data
10/23/2010 00:00:00,17.862,1: Good data
10/24/2010 00:00:00,17.565,1: Good data
10/25/2010 00:00:00,17.292,1: Good data
10/26/2010 00:00:00,16.993,1: Good data
10/27/2010 00:00:00,16.7,1: Good data
10/28/2010 00:00:00,16.348,1: Good data
10/29/2010 00:00:00,16.285,1: Good data
10/30/2010 00:00:00,16.222,1: Good data
10/31/2010 00:00:00,16.159,1: Good data
11/01/2010 00:00:00,16.096,1: Good data
11/02/2010 00:00:00,16.033,1: Good data
11/03/2010 00:00:00,15.97,1: Good data
11/04/2010 00:00:00,15.907,1: Good data
11/05/2010 00:00:00,15.844,1: Good data
11/06/2010 00:00:00,15.781,1: Good data
11/07/2010 00:00:00,15.717,1: Good data
11/08/2010 00:00:00,15.654,1: Good data
11/09/2010 00:00:00,15.591,1: Good data
11/10/2010 00:00:00,15.402,1: Good data
11/11/2010 00:00:00,14.646,1: Good data
11/12/2010 00:00:00,14.267,1: Good data
11/13/2010 00:00:00,14.55,1: Good data
11/14/2010 00:00:00,14.887,1: Good data
11/15/2010 00:00:00,15.186,1: Good data
11/16/2010 00:00:00,15.006,1: Good data
11/17/2010 00:00:00,14.635,1: Good data
11/18/2010 00:00:00,14.445,1: Good data
11/19/2010 00:00:00,14.106,1: Good data
11/20/2010 00:00:00,13.178,1: Good data
11/21/2010 00:00:00,12.976,1: Good data
11/22/2010 00:00:00,12.685,1: Good data
11/23/2010 00:00:00,12.369,1: Good data
11/24/2010 00:00:00,11.102,1: Good data
11/25/2010 00:00:00,10.545,1: Good data
11/26/2010 00:00:00,10.37,1: Good data
11/27/2010 00:00:00,10.468,1: Good data
11/28/2010 00:00:00,9.962,1: Good data
11/29/2010 00:00:00,9.379,1: Good data
11/30/2010 00:00:00,9.313,1: Good data
12/01/2010 00:00:00,9.513,1: Good data
12/02/2010 00:00:00,9.697,1: Good data
12/03/2010 00:00:00,10.029,1: Good data
12/04/2010 00:00:00,10.361,1: Good data
12/05/2010 00:00:00,10.558,1: Good data
12/06/2010 00:00:00,10.682,1: Good data
12/07/2010 00:00:00,10.378,1: Good data
12/08/2010 00:00:00,10.625,1: Good data
12/09/2010 00:00:00,11.153,1: Good data
12/10/2010 00:00:00,11.517,1: Good data
12/11/2010 00:00:00,11.677,1: Good data
12/12/2010 00:00:00,11.736,1: Good data
12/13/2010 00:00:00,11.537,1: Good data
12/14/2010 00:00:00,11.491,1: Good data
12/15/2010 00:00:00,10.768,1: Good data
12/16/2010 00:00:00,10.305,1: Good data
12/17/2010 00:00:00,10.4,1: Good data
12/18/2010 00:00:00,11.384,1: Good data
12/19/2010 00:00:00,11.143,1: Good data
12/20/2010 00:00:00,10.593,1: Good data
12/21/2010 00:00:00,10.59,1: Good data
12/22/2010 00:00:00,10.865,1: Good data
12/23/2010 00:00:00,10.419,1: Good data
12/24/2010 00:00:00,10.145,1: Good data
12/25/2010 00:00:00,10.198,1: Good data
12/26/2010 00:00:00,10.022,1: Good data
12/27/2010 00:00:00,10.234,1: Good data
12/28/2010 00:00:00,10.204,1: Good data
12/29/2010 00:00:00,10.035,1: Good data
12/30/2010 00:00:00,8.967,1: Good data
12/31/2010 00:00:00,8.725,1: Good data
01/01/2011 00:00:00,8.535,1: Good data
01/02/2011 00:00:00,8.703,1: Good data
01/03/2011 00:00:00,8.64,1: Good data
01/04/2011 00:00:00,8.055,1: Good data
01/05/2011 00:00:00,7.745,1: Good data
01/06/2011 00:00:00, ,255: No data exists
01/07/2011 00:00:00,7.284,1: Good data
01/08/2011 00:00:00,7.161,1: Good data
01/09/2011 00:00:00,6.959,1: Good data
01/10/2011 00:00:00,6.67,1: Good data
01/11/2011 00:00:00,7.136,1: Good data
01/12/2011 00:00:00,7.658,1: Good data
01/13/2011 00:00:00,8.126,1: Good data
01/14/2011 00:00:00,8.58,1: Good data
01/15/2011 00:00:00,8.34,1: Good data
01/16/2011 00:00:00,8.655,1: Good data
01/17/2011 00:00:00,8.724,1: Good data
01/18/2011 00:00:00,8.67,1: Good data
01/19/2011 00:00:00,8.807,1: Good data
01/20/2011 00:00:00,8.587,1: Good data
01/21/2011 00:00:00,8.754,1: Good data
01/22/2011 00:00:00,9.052,1: Good data
01/23/2011 00:00:00,9,1: Good data
01/24/2011 00:00:00,9.241,1: Good data
01/25/2011 00:00:00, ,255: No data exists
01/26/2011 00:00:00,9.357,1: Good data
01/27/2011 00:00:00,9.037,1: Good data
01/28/2011 00:00:00,8.966,1: Good data
01/29/2011 00:00:00,9.22,1: Good data
01/30/2011 00:00:00,9.225,1: Good data
01/31/2011 00:00:00,9.324,1: Good data
02/01/2011 00:00:00,9.422,1: Good data
02/02/2011 00:00:00,9.067,1: Good data
02/03/2011 00:00:00,9.114,1: Good data
02/04/2011 00:00:00,9.37,1: Good data
02/05/2011 00:00:00,10.391,1: Good data
02/06/2011 00:00:00,11.215,1: Good data
02/07/2011 00:00:00,10.724,1: Good data
02/08/2011 00:00:00,9.8,1: Good data
02/09/2011 00:00:00,9.526,1: Good data
02/10/2011 00:00:00,9.606,1: Good data
02/11/2011 00:00:00,9.741,1: Good data
02/12/2011 00:00:00,9.979,1: Good data
02/13/2011 00:00:00,10.262,1: Good data
02/14/2011 00:00:00,10.749,1: Good data
02/15/2011 00:00:00,11.281,1: Good data
02/16/2011 00:00:00,10.373,1: Good data
02/17/2011 00:00:00, ,255: No data exists
02/18/2011 00:00:00,8.826,1: Good data
02/19/2011 00:00:00,8.612,1: Good data
02/20/2011 00:00:00,8.951,1: Good data
02/21/2011 00:00:00,9.161,1: Good data
02/22/2011 00:00:00,9.285,1: Good data
02/23/2011 00:00:00,9.393,1: Good data
02/24/2011 00:00:00,9.171,1: Good data
02/25/2011 00:00:00,8.914,1: Good data
02/26/2011 00:00:00,8.113,1: Good data
02/27/2011 00:00:00,8.747,1: Good data
02/28/2011 00:00:00,8.989,1: Good data
03/01/2011 00:00:00,9.563,1: Good data
03/02/2011 00:00:00,10.252,1: Good data
03/03/2011 00:00:00,10.671,1: Good data
03/04/2011 00:00:00,10.829,1: Good data
03/05/2011 00:00:00,11.426,1: Good data
03/06/2011 00:00:00,11.735,1: Good data
03/07/2011 00:00:00,11.034,1: Good data
03/08/2011 00:00:00,11.881,1: Good data
03/09/2011 00:00:00,12.238,1: Good data
03/10/2011 00:00:00,12.411,1: Good data
03/11/2011 00:00:00, ,255: No data exists
03/12/2011 00:00:00,12.376,1: Good data
03/13/2011 00:00:00,13.061,1: Good data
03/14/2011 00:00:00,13.622,1: Good data
03/15/2011 00:00:00,13.686,1: Good data
03/16/2011 00:00:00,13.072,1: Good data
03/17/2011 00:00:00,12.827,1: Good data
03/18/2011 00:00:00,11.872,1: Good data
03/19/2011 00:00:00,10.788,1: Good data
03/20/2011 00:00:00,11.02,1: Good data
03/21/2011 00:00:00,10.923,1: Good data
03/22/2011 00:00:00,11.068,1: Good data
03/23/2011 00:00:00,10.819,1: Good data
03/24/2011 00:00:00,9.844,1: Good data
03/25/2011 00:00:00,10.575,1: Good data
03/26/2011 00:00:00,10.522,1: Good data
03/27/2011 00:00:00,10.987,1: Good data
03/28/2011 00:00:00,11.335,1: Good data
03/29/2011 00:00:00, ,255: No data exists
03/30/2011 00:00:00,13.488,1: Good data
03/31/2011 00:00:00,14.164,1: Good data
04/01/2011 00:00:00,14.979,1: Good data
04/02/2011 00:00:00,14.962,1: Good data
04/03/2011 00:00:00,14.064,1: Good data
04/04/2011 00:00:00,15.245,1: Good data
04/05/2011 00:00:00,15.473,1: Good data
04/06/2011 00:00:00,15.156,1: Good data
04/07/2011 00:00:00,13.43,1: Good data
04/08/2011 00:00:00,13.811,1: Good data
04/09/2011 00:00:00,14.295,1: Good data
04/10/2011 00:00:00,14.343,1: Good data
04/11/2011 00:00:00,14.56,1: Good data
04/12/2011 00:00:00,14.445,1: Good data
04/13/2011 00:00:00,13.736,1: Good data
04/14/2011 00:00:00,13.984,1: Good data
04/15/2011 00:00:00,14.975,1: Good data
04/16/2011 00:00:00,15.671,1: Good data
04/17/2011 00:00:00,16.309,1: Good data
04/18/2011 00:00:00,16,1: Good data
04/19/2011 00:00:00, ,255: No data exists
04/20/2011 00:00:00,16.846,1: Good data
04/21/2011 00:00:00,16.955,1: Good data
04/22/2011 00:00:00,16.139,1: Good data
04/23/2011 00:00:00,16.613,1: Good data
04/24/2011 00:00:00,16.895,1: Good data
04/25/2011 00:00:00,16.698,1: Good data
04/26/2011 00:00:00,16.238,1: Good data
04/27/2011 00:00:00,16.408,1: Good data
04/28/2011 00:00:00,16.214,1: Good data
04/29/2011 00:00:00,14.976,1: Good data
04/30/2011 00:00:00,14.893,1: Good data
05/01/2011 00:00:00,16.475,1: Good data
05/02/2011 00:00:00,17.032,1: Good data
05/03/2011 00:00:00,17.209,1: Good data
05/04/2011 00:00:00,18.303,1: Good data
05/05/2011 00:00:00,19.081,1: Good data
05/06/2011 00:00:00,18.365,1: Good data
05/07/2011 00:00:00,17.79,1: Good data
05/08/2011 00:00:00,16.99,1: Good data
05/09/2011 00:00:00,17.268,1: Good data
05/10/2011 00:00:00,18.205,1: Good data
05/11/2011 00:00:00, ,255: No data exists
05/12/2011 00:00:00,17.668,1: Good data
05/13/2011 00:00:00,17.712,1: Good data
05/14/2011 00:00:00,16.593,1: Good data
05/15/2011 00:00:00,16.082,1: Good data
05/16/2011 00:00:00,15.977,1: Good data
05/17/2011 00:00:00,15.384,1: Good data
05/18/2011 00:00:00,16.023,1: Good data
05/19/2011 00:00:00,17.16,1: Good data
05/20/2011 00:00:00,17.348,1: Good data
05/21/2011 00:00:00,17.881,1: Good data
05/22/2011 00:00:00,17.634,1: Good data
05/23/2011 00:00:00,17.574,1: Good data
05/24/2011 00:00:00,17.393,1: Good data
05/25/2011 00:00:00,16.572,1: Good data
05/26/2011 00:00:00,17.066,1: Good data
05/27/2011 00:00:00,17.303,1: Good data
05/28/2011 00:00:00,16.433,1: Good data
05/29/2011 00:00:00,16.823,1: Good data
05/30/2011 00:00:00,17.069,1: Good data
05/31/2011 00:00:00, ,255: No data exists
06/01/2011 00:00:00,16.822,1: Good data
06/02/2011 00:00:00,16.943,1: Good data
06/03/2011 00:00:00,16.893,1: Good data
06/04/2011 00:00:00,16.598,1: Good data
06/05/2011 00:00:00,16.885,1: Good data
06/06/2011 00:00:00,16.95,1: Good data
06/07/2011 00:00:00,17.996,1: Good data
06/08/2011 00:00:00,18.52,1: Good data
06/09/2011 00:00:00,18.671,1: Good data
06/10/2011 00:00:00,19.088,1: Good data
06/11/2011 00:00:00,18.962,1: Good data
06/12/2011 00:00:00,19.316,1: Good data
06/13/2011 00:00:00,20.061,1: Good data
06/14/2011 00:00:00,21.129,1: Good data
06/15/2011 00:00:00,21.989,1: Good data
06/16/2011 00:00:00,21.388,1: Good data
06/17/2011 00:00:00,20.737,1: Good data
06/18/2011 00:00:00,20.578,1: Good data
06/19/2011 00:00:00,21.404,1: Good data
06/20/2011 00:00:00,22.789,1: Good data
06/21/2011 00:00:00,23.712,1: Good data
06/22/2011 00:00:00,22.877,1: Good data
06/23/2011 00:00:00,22.348,1: Good data
06/24/2011 00:00:00, ,255: No data exists
06/25/2011 00:00:00,21.717,1: Good data
06/26/2011 00:00:00,21.862,1: Good data
06/27/2011 00:00:00,21.986,1: Good data
06/28/2011 00:00:00,20.124,1: Good data
06/29/2011 00:00:00,20.28,1: Good data
06/30/2011 00:00:00,21.583,1: Good data
07/01/2011 00:00:00,22.601,1: Good data
07/02/2011 00:00:00,23.174,1: Good data
07/03/2011 00:00:00,23.811,1: Good data
07/04/2011 00:00:00,23.679,1: Good data
07/05/2011 00:00:00,23.888,1: Good data
07/06/2011 00:00:00,23.735,1: Good data
07/07/2011 00:00:00,23.188,1: Good data
07/08/2011 00:00:00,23.619,1: Good data
07/09/2011 00:00:00,22.627,1: Good data
07/10/2011 00:00:00,22.656,1: Good data
07/11/2011 00:00:00,22.424,1: Good data
07/12/2011 00:00:00,22.331,1: Good data
07/13/2011 00:00:00, ,255: No data exists
07/14/2011 00:00:00,22.029,1: Good data
07/15/2011 00:00:00,22.056,1: Good data
07/16/2011 00:00:00,21.93,1: Good data
07/17/2011 00:00:00,21.54,1: Good data
07/18/2011 00:00:00,21.74,1: Good data
07/19/2011 00:00:00,22.46,1: Good data
07/20/2011 00:00:00,23.584,1: Good data
07/21/2011 00:00:00,23.319,1: Good data
07/22/2011 00:00:00,22.879,1: Good data
07/23/2011 00:00:00,22.382,1: Good data
07/24/2011 00:00:00,21.755,1: Good data
07/25/2011 00:00:00,21.986,1: Good data
07/26/2011 00:00:00,22.601,1: Good data
07/27/2011 00:00:00,22.724,1: Good data
07/28/2011 00:00:00,22.54,1: Good data
07/29/2011 00:00:00,22.042,1: Good data
07/30/2011 00:00:00,21.581,1: Good data
07/31/2011 00:00:00,21.264,1: Good data
08/01/2011 00:00:00,21.152,1: Good data
08/02/2011 00:00:00,21.316,1: Good data
08/03/2011 00:00:00, ,255: No data exists
08/04/2011 00:00:00,21.456,1: Good data
08/05/2011 00:00:00,21.804,1: Good data
08/06/2011 00:00:00,21.507,1: Good data
08/07/2011 00:00:00,21.579,1: Good data
08/08/2011 00:00:00,21.69,1: Good data
08/09/2011 00:00:00,22.101,1: Good data
08/10/2011 00:00:00,21.992,1: Good data
08/11/2011 00:00:00,21.926,1: Good data
08/12/2011 00:00:00,22.082,1: Good data
08/13/2011 00:00:00,22.359,1: Good data
08/14/2011 00:00:00,22.512,1: Good data
08/15/2011 00:00:00,22.569,1: Good data
08/16/2011 00:00:00,22.622,1: Good data
08/17/2011 00:00:00,22.424,1: Good data
08/18/2011 00:00:00,22.275,1: Good data
08/19/2011 00:00:00,21.976,1: Good data
08/20/2011 00:00:00,21.387,1: Good data
08/21/2011 00:00:00,21.32,1: Good data
08/22/2011 00:00:00,21.353,1: Good data
08/23/2011 00:00:00, ,255: No data exists
08/24/2011 00:00:00,22.65,1: Good data
08/25/2011 00:00:00,22.291,1: Good data
08/26/2011 00:00:00,22.341,1: Good data
08/27/2011 00:00:00,22.063,1: Good data
08/28/2011 00:00:00,22.11,1: Good data
08/29/2011 00:00:00,22.23,1: Good data
08/30/2011 00:00:00,22.095,1: Good data
08/31/2011 00:00:00,21.93,1: Good data
09/01/2011 00:00:00,22.251,1: Good data
09/02/2011 00:00:00,22.56,1: Good data
09/03/2011 00:00:00,21.984,1: Good data
09/04/2011 00:00:00,21.36,1: Good data
09/05/2011 00:00:00,20.939,1: Good data
09/06/2011 00:00:00,21.511,1: Good data
09/07/2011 00:00:00,21.991,1: Good data
09/08/2011 00:00:00,21.453,1: Good data
09/09/2011 00:00:00,21.669,1: Good data
09/10/2011 00:00:00,21.928,1: Good data
09/11/2011 00:00:00,21.058,1: Good data
09/12/2011 00:00:00,21.124,1: Good data
09/13/2011 00:00:00,21.494,1: Good data
09/14/2011 00:00:00,21.345,1: Good data
09/15/2011 00:00:00,21.137,1: Good data
09/16/2011 00:00:00, ,255: No data exists
09/17/2011 00:00:00,20.966,1: Good data
09/18/2011 00:00:00,21.529,1: Good data
