#Station Number:B9502900
#Station Name:San Joaquin River at Blind Point
#Station Type:Water Quality
#Parameter:Water Temperature
#Output Interval (Unit of Measure):Daily Mean (DEGC)
#Output Date Range:Water Year (10/1 - 9/30)
#Start and End Date of Output Date Range:10/01/2020 - 09/30/2021
#Query Date and Time:04/20/2022 13:41:37
Date Time,Water Temperature Daily Mean (DEGC),Quality Code
12/28/2020 00:00:00,9.757,1: Good data
12/29/2020 00:00:00,9.685,1: Good data
12/30/2020 00:00:00,9.593,1: Good data
12/31/2020 00:00:00,9.654,1: Good data
01/01/2021 00:00:00,9.621,1: Good data
01/02/2021 00:00:00,9.603,1: Good data
01/03/2021 00:00:00,9.68,1: Good data
01/04/2021 00:00:00,9.794,1: Good data
01/05/2021 00:00:00,9.732,1: Good data
01/06/2021 00:00:00,9.667,1: Good data
01/07/2021 00:00:00,9.724,1: Good data
01/08/2021 00:00:00,9.789,1: Good data
01/09/2021 00:00:00,9.807,1: Good data
01/10/2021 00:00:00,9.758,1: Good data
01/11/2021 00:00:00,9.721,1: Good data
01/12/2021 00:00:00,9.763,1: Good data
01/13/2021 00:00:00,9.899,1: Good data
01/14/2021 00:00:00,10.108,1: Good data
01/15/2021 00:00:00,10.205,1: Good data
01/16/2021 00:00:00,10.357,1: Good data
01/17/2021 00:00:00,10.538,1: Good data
01/18/2021 00:00:00,10.617,1: Good data
01/19/2021 00:00:00,10.242,1: Good data
01/20/2021 00:00:00,10.155,1: Good data
01/21/2021 00:00:00,10.19,1: Good data
01/22/2021 00:00:00,10.195,1: Good data
01/23/2021 00:00:00,10.21,1: Good data
01/24/2021 00:00:00,10.157,1: Good data
01/25/2021 00:00:00,9.828,1: Good data
01/26/2021 00:00:00,9.476,1: Good data
01/27/2021 00:00:00,9.162,1: Good data
01/28/2021 00:00:00,9.012,1: Good data
01/29/2021 00:00:00,9.077,1: Good data
01/30/2021 00:00:00,9.256,1: Good data
01/31/2021 00:00:00,9.527,1: Good data
02/01/2021 00:00:00,9.779,1: Good data
02/02/2021 00:00:00,10.038,1: Good data
02/03/2021 00:00:00,10.021,1: Good data
02/04/2021 00:00:00,9.987,1: Good data
02/05/2021 00:00:00,10.123,1: Good data
02/06/2021 00:00:00,10.35,1: Good data
02/07/2021 00:00:00,10.556,1: Good data
02/08/2021 00:00:00,10.711,1: Good data
02/09/2021 00:00:00,10.897,1: Good data
02/10/2021 00:00:00,11.067,1: Good data
02/11/2021 00:00:00,11.201,1: Good data
02/12/2021 00:00:00,11.196,1: Good data
02/13/2021 00:00:00,11.409,1: Good data
02/14/2021 00:00:00,11.335,1: Good data
02/15/2021 00:00:00,11.382,1: Good data
02/16/2021 00:00:00,11.334,1: Good data
02/17/2021 00:00:00,11.25,1: Good data
02/18/2021 00:00:00,11.263,1: Good data
02/19/2021 00:00:00,11.483,1: Good data
02/20/2021 00:00:00,11.526,1: Good data
02/21/2021 00:00:00,11.684,1: Good data
02/22/2021 00:00:00,11.943,1: Good data
02/23/2021 00:00:00,12.263,1: Good data
02/24/2021 00:00:00,12.267,1: Good data
02/25/2021 00:00:00,11.897,1: Good data
02/26/2021 00:00:00,11.931,1: Good data
02/27/2021 00:00:00,11.866,1: Good data
02/28/2021 00:00:00,11.794,1: Good data
03/01/2021 00:00:00,11.979,1: Good data
03/02/2021 00:00:00,12.168,1: Good data
03/03/2021 00:00:00,12.271,1: Good data
03/04/2021 00:00:00,12.339,1: Good data
03/05/2021 00:00:00,12.613,1: Good data
03/06/2021 00:00:00,12.794,1: Good data
03/07/2021 00:00:00,12.839,1: Good data
03/08/2021 00:00:00,12.829,1: Good data
03/09/2021 00:00:00,12.763,1: Good data
03/10/2021 00:00:00,12.642,1: Good data
03/11/2021 00:00:00,12.532,1: Good data
03/12/2021 00:00:00,12.581,1: Good data
03/13/2021 00:00:00,12.747,1: Good data
03/14/2021 00:00:00,12.696,1: Good data
03/15/2021 00:00:00,12.382,1: Good data
03/16/2021 00:00:00,12.263,1: Good data
03/17/2021 00:00:00,12.365,1: Good data
03/18/2021 00:00:00,12.489,1: Good data
03/19/2021 00:00:00,12.67,1: Good data
03/20/2021 00:00:00,12.654,1: Good data
03/21/2021 00:00:00,12.856,1: Good data
03/22/2021 00:00:00,13.104,1: Good data
03/23/2021 00:00:00,13.02,1: Good data
03/24/2021 00:00:00,13.013,1: Good data
03/25/2021 00:00:00,13.205,1: Good data
03/26/2021 00:00:00,13.323,1: Good data
03/27/2021 00:00:00,13.632,1: Good data
03/28/2021 00:00:00,14.12,1: Good data
03/29/2021 00:00:00,14.395,1: Good data
03/30/2021 00:00:00,14.31,1: Good data
03/31/2021 00:00:00,14.556,1: Good data
04/01/2021 00:00:00,15.108,1: Good data
04/02/2021 00:00:00,15.476,1: Good data
04/03/2021 00:00:00,15.297,1: Good data
04/04/2021 00:00:00,15.201,1: Good data
04/05/2021 00:00:00,15.237,1: Good data
04/06/2021 00:00:00,15.419,1: Good data
04/07/2021 00:00:00,15.46,1: Good data
04/08/2021 00:00:00,15.594,1: Good data
04/09/2021 00:00:00,15.783,1: Good data
04/10/2021 00:00:00,15.955,1: Good data
04/11/2021 00:00:00,16.144,1: Good data
04/12/2021 00:00:00,16.283,1: Good data
04/13/2021 00:00:00,16.474,1: Good data
04/14/2021 00:00:00,16.615,1: Good data
04/15/2021 00:00:00,16.716,1: Good data
04/16/2021 00:00:00,16.639,1: Good data
04/17/2021 00:00:00,16.753,1: Good data
04/18/2021 00:00:00,17.167,1: Good data
04/19/2021 00:00:00,17.469,1: Good data
04/20/2021 00:00:00,17.74,1: Good data
04/21/2021 00:00:00,17.892,1: Good data
04/22/2021 00:00:00,17.919,1: Good data
04/23/2021 00:00:00,17.922,1: Good data
04/24/2021 00:00:00,17.716,1: Good data
04/25/2021 00:00:00,17.35,1: Good data
04/26/2021 00:00:00,17.035,1: Good data
04/27/2021 00:00:00,16.986,1: Good data
04/28/2021 00:00:00,17.352,1: Good data
04/29/2021 00:00:00,17.84,1: Good data
04/30/2021 00:00:00,18.106,1: Good data
05/01/2021 00:00:00,18.306,1: Good data
05/02/2021 00:00:00,18.397,1: Good data
05/03/2021 00:00:00,18.593,1: Good data
05/04/2021 00:00:00,18.977,1: Good data
05/05/2021 00:00:00,19.412,1: Good data
05/06/2021 00:00:00,19.375,1: Good data
05/07/2021 00:00:00,19.288,1: Good data
05/08/2021 00:00:00,19.157,1: Good data
05/09/2021 00:00:00,19.296,1: Good data
05/10/2021 00:00:00,19.481,1: Good data
05/11/2021 00:00:00,19.794,1: Good data
05/12/2021 00:00:00,19.975,1: Good data
05/13/2021 00:00:00,19.714,1: Good data
05/14/2021 00:00:00,19.674,1: Good data
05/15/2021 00:00:00,19.729,1: Good data
05/16/2021 00:00:00,19.629,1: Good data
05/17/2021 00:00:00,19.398,1: Good data
05/18/2021 00:00:00,19.457,1: Good data
05/19/2021 00:00:00,19.283,1: Good data
05/20/2021 00:00:00, ,151: Data Missing
05/21/2021 00:00:00,18.506,1: Good data
05/22/2021 00:00:00,18.607,1: Good data
05/23/2021 00:00:00,18.762,1: Good data
05/24/2021 00:00:00,18.968,1: Good data
05/25/2021 00:00:00,19.167,1: Good data
05/26/2021 00:00:00,19.416,1: Good data
05/27/2021 00:00:00,19.648,1: Good data
05/28/2021 00:00:00,19.878,1: Good data
05/29/2021 00:00:00,20.093,1: Good data
05/30/2021 00:00:00,20.408,1: Good data
05/31/2021 00:00:00,20.911,1: Good data
06/01/2021 00:00:00,21.141,1: Good data
06/02/2021 00:00:00,21.125,1: Good data
06/03/2021 00:00:00,21.297,1: Good data
06/04/2021 00:00:00,21.506,1: Good data
06/05/2021 00:00:00,21.637,1: Good data
06/06/2021 00:00:00,21.71,1: Good data
06/07/2021 00:00:00,21.4,1: Good data
06/08/2021 00:00:00,20.797,1: Good data
06/09/2021 00:00:00,20.277,1: Good data
06/10/2021 00:00:00,19.96,1: Good data
06/11/2021 00:00:00,19.763,1: Good data
06/12/2021 00:00:00,20.038,1: Good data
06/13/2021 00:00:00,20.494,1: Good data
06/14/2021 00:00:00,20.85,1: Good data
06/15/2021 00:00:00,20.857,1: Good data
06/16/2021 00:00:00,21.321,1: Good data
06/17/2021 00:00:00,21.913,1: Good data
06/18/2021 00:00:00,22.534,1: Good data
06/19/2021 00:00:00,22.795,1: Good data
06/20/2021 00:00:00,22.686,1: Good data
06/21/2021 00:00:00,22.238,1: Good data
06/22/2021 00:00:00,21.925,1: Good data
06/23/2021 00:00:00,21.76,1: Good data
06/24/2021 00:00:00,21.608,1: Good data
06/25/2021 00:00:00,21.531,1: Good data
06/26/2021 00:00:00,21.68,1: Good data
06/27/2021 00:00:00,21.837,1: Good data
06/28/2021 00:00:00,21.929,1: Good data
06/29/2021 00:00:00,22.158,1: Good data
06/30/2021 00:00:00,22.441,1: Good data
07/01/2021 00:00:00,22.62,1: Good data
07/02/2021 00:00:00,22.693,1: Good data
07/03/2021 00:00:00,22.547,1: Good data
07/04/2021 00:00:00,22.314,1: Good data
07/05/2021 00:00:00,22.076,1: Good data
07/06/2021 00:00:00,21.955,1: Good data
07/07/2021 00:00:00,21.945,1: Good data
07/08/2021 00:00:00,22.14,1: Good data
07/09/2021 00:00:00,22.595,1: Good data
07/10/2021 00:00:00,22.878,1: Good data
07/11/2021 00:00:00,22.945,1: Good data
07/12/2021 00:00:00,22.874,1: Good data
07/13/2021 00:00:00,22.738,1: Good data
07/14/2021 00:00:00,22.487,1: Good data
07/15/2021 00:00:00,22.414,1: Good data
07/16/2021 00:00:00,22.442,1: Good data
07/17/2021 00:00:00,22.661,1: Good data
07/18/2021 00:00:00,22.935,1: Good data
07/19/2021 00:00:00,23.071,1: Good data
07/20/2021 00:00:00,23.028,1: Good data
07/21/2021 00:00:00,23.067,1: Good data
07/22/2021 00:00:00,23.101,1: Good data
07/23/2021 00:00:00,23.194,1: Good data
07/24/2021 00:00:00,23.13,1: Good data
07/25/2021 00:00:00,22.887,1: Good data
07/26/2021 00:00:00,22.505,1: Good data
07/27/2021 00:00:00,22.686,1: Good data
07/28/2021 00:00:00,22.976,1: Good data
07/29/2021 00:00:00,23.059,1: Good data
07/30/2021 00:00:00,23.111,1: Good data
07/31/2021 00:00:00,22.936,1: Good data
08/01/2021 00:00:00,22.7,1: Good data
08/02/2021 00:00:00,22.4,1: Good data
08/03/2021 00:00:00,22.255,1: Good data
08/04/2021 00:00:00,22.089,1: Good data
08/05/2021 00:00:00,21.995,1: Good data
08/06/2021 00:00:00,22.119,1: Good data
08/07/2021 00:00:00,22.196,1: Good data
08/08/2021 00:00:00,22.194,1: Good data
08/09/2021 00:00:00,22.354,1: Good data
08/10/2021 00:00:00,22.43,1: Good data
08/11/2021 00:00:00,22.509,1: Good data
08/12/2021 00:00:00,22.485,1: Good data
08/13/2021 00:00:00,22.463,1: Good data
08/14/2021 00:00:00,22.562,1: Good data
08/15/2021 00:00:00,22.663,1: Good data
08/16/2021 00:00:00,22.778,1: Good data
08/17/2021 00:00:00,22.84,1: Good data
08/18/2021 00:00:00,22.51,1: Good data
08/19/2021 00:00:00,22.133,1: Good data
08/20/2021 00:00:00,21.952,1: Good data
08/21/2021 00:00:00,21.637,1: Good data
08/22/2021 00:00:00,21.524,1: Good data
08/23/2021 00:00:00,21.383,1: Good data
08/24/2021 00:00:00,21.186,1: Good data
08/25/2021 00:00:00,21.055,1: Good data
08/26/2021 00:00:00,21.239,1: Good data
08/27/2021 00:00:00,21.588,1: Good data
08/28/2021 00:00:00,21.987,1: Good data
08/29/2021 00:00:00,22.166,1: Good data
08/30/2021 00:00:00,22.135,1: Good data
08/31/2021 00:00:00,22.061,1: Good data
09/01/2021 00:00:00,21.807,1: Good data
09/02/2021 00:00:00,21.507,1: Good data
09/03/2021 00:00:00,21.419,1: Good data
09/04/2021 00:00:00,21.494,1: Good data
09/05/2021 00:00:00,21.735,1: Good data
09/06/2021 00:00:00,22.043,1: Good data
09/07/2021 00:00:00,22.256,1: Good data
09/08/2021 00:00:00,22.411,1: Good data
09/09/2021 00:00:00,22.443,1: Good data
09/10/2021 00:00:00,22.357,1: Good data
09/11/2021 00:00:00,22.375,1: Good data
09/12/2021 00:00:00,22.465,1: Good data
09/13/2021 00:00:00,22.532,1: Good data
09/14/2021 00:00:00,22.642,1: Good data
09/15/2021 00:00:00,22.116,1: Good data
09/16/2021 00:00:00,21.54,1: Good data
09/17/2021 00:00:00,21.254,1: Good data
09/18/2021 00:00:00,21.034,1: Good data
09/19/2021 00:00:00,21.156,1: Good data
09/20/2021 00:00:00,21.254,1: Good data
09/21/2021 00:00:00,21.468,1: Good data
09/22/2021 00:00:00,21.578,1: Good data
09/23/2021 00:00:00,21.545,1: Good data
09/24/2021 00:00:00,21.706,1: Good data
09/25/2021 00:00:00,21.432,1: Good data
09/26/2021 00:00:00,20.993,1: Good data
09/27/2021 00:00:00,20.694,1: Good data
09/28/2021 00:00:00,20.454,1: Good data
09/29/2021 00:00:00,20.267,1: Good data
09/30/2021 00:00:00,20.247,1: Good data
