"Date","Metric","CFS","Sevenday","DOY","Year"
1999-03-22,"Project Exports",6059,6707.57142857143,81,1999
1999-03-22,"San Joaquin Flow",7560,7438.57142857143,81,1999
1999-03-23,"Outflow",42412,44783.4285714286,82,1999
1999-03-23,"Project Exports",6315,6491.85714285714,82,1999
1999-03-23,"San Joaquin Flow",7300,7265.71428571429,82,1999
1999-03-24,"Outflow",39766,44461.7142857143,83,1999
1999-03-24,"Project Exports",6920,6382.57142857143,83,1999
1999-03-24,"San Joaquin Flow",7070,7085.71428571429,83,1999
1999-03-25,"Outflow",39888,44948.2857142857,84,1999
1999-03-25,"Project Exports",6638,6273.14285714286,84,1999
1999-03-25,"San Joaquin Flow",6830,6892.85714285714,84,1999
1999-03-26,"Outflow",44654,45368.1428571429,85,1999
1999-03-26,"Project Exports",5943,6463.28571428571,85,1999
1999-03-26,"San Joaquin Flow",6580,6718.57142857143,85,1999
1999-03-27,"Outflow",50708,46014.2857142857,86,1999
1999-03-27,"Project Exports",5586,6454.57142857143,86,1999
1999-03-27,"San Joaquin Flow",6470,6550,86,1999
1999-03-28,"Outflow",51370,46621.1428571429,87,1999
1999-03-28,"Project Exports",6451,6304.42857142857,87,1999
1999-03-28,"San Joaquin Flow",6440,6394.28571428571,87,1999
1999-03-29,"Outflow",48779,46594.8571428571,88,1999
1999-03-29,"Project Exports",7390,6197.85714285714,88,1999
1999-03-29,"San Joaquin Flow",6340,6242.85714285714,88,1999
1999-03-30,"Outflow",46935,45417,89,1999
1999-03-30,"Project Exports",6254,6098.28571428571,89,1999
1999-03-30,"San Joaquin Flow",6120,6097.14285714286,89,1999
1999-03-31,"Outflow",44014,42842.1428571429,90,1999
1999-03-31,"Project Exports",5869,6263.28571428571,90,1999
1999-03-31,"San Joaquin Flow",5980,5927.14285714286,90,1999
1999-04-01,"Outflow",39704,39887,91,1999
1999-04-01,"Project Exports",5892,6233.28571428571,91,1999
1999-04-01,"San Joaquin Flow",5770,5751.42857142857,91,1999
1999-04-02,"Outflow",36409,37370.2857142857,92,1999
1999-04-02,"Project Exports",5246,6164,92,1999
1999-04-02,"San Joaquin Flow",5560,5578.57142857143,92,1999
1999-04-03,"Outflow",32684,35458.8571428571,93,1999
1999-04-03,"Project Exports",6741,5981.57142857143,93,1999
1999-04-03,"San Joaquin Flow",5280,5440,93,1999
1999-04-04,"Outflow",30684,33912.5714285714,94,1999
1999-04-04,"Project Exports",6241,5825,94,1999
1999-04-04,"San Joaquin Flow",5210,5357.14285714286,94,1999
1999-04-05,"Outflow",31162,33101.7142857143,95,1999
1999-04-05,"Project Exports",6905,5815.42857142857,95,1999
1999-04-05,"San Joaquin Flow",5130,5361.42857142857,95,1999
1999-04-06,"Outflow",33555,32810.1428571429,96,1999
1999-04-06,"Project Exports",4977,6045.42857142857,96,1999
1999-04-06,"San Joaquin Flow",5150,5430,96,1999
1999-04-07,"Outflow",33190,32591.5714285714,97,1999
1999-04-07,"Project Exports",4773,6207.71428571429,97,1999
1999-04-07,"San Joaquin Flow",5400,5565.71428571429,97,1999
1999-04-08,"Outflow",34028,32873.5714285714,98,1999
1999-04-08,"Project Exports",5825,6436.57142857143,98,1999
1999-04-08,"San Joaquin Flow",5800,5778.57142857143,98,1999
1999-04-09,"Outflow",34368,33417.5714285714,99,1999
1999-04-09,"Project Exports",6856,6613.71428571429,99,1999
1999-04-09,"San Joaquin Flow",6040,6034.28571428571,99,1999
1999-04-10,"Outflow",31154,34399.2857142857,100,1999
1999-04-10,"Project Exports",7877,6747.14285714286,100,1999
1999-04-10,"San Joaquin Flow",6230,6297.14285714286,100,1999
1999-04-11,"Outflow",32658,35908.2857142857,101,1999
1999-04-11,"Project Exports",7843,6735,101,1999
1999-04-11,"San Joaquin Flow",6700,6502.85714285714,101,1999
1999-04-12,"Outflow",34970,36841.7142857143,102,1999
1999-04-12,"Project Exports",8145,6743.42857142857,102,1999
1999-04-12,"San Joaquin Flow",6920,6622.85714285714,102,1999
1999-04-13,"Outflow",40427,37315.5714285714,103,1999
1999-04-13,"Project Exports",5911,6763.71428571429,103,1999
1999-04-13,"San Joaquin Flow",6990,6708.57142857143,103,1999
1999-04-14,"Outflow",43753,38617.2857142857,104,1999
1999-04-14,"Project Exports",4688,6169.71428571429,104,1999
1999-04-14,"San Joaquin Flow",6840,6765.71428571429,104,1999
1999-04-15,"Outflow",40562,39682.5714285714,105,1999
1999-04-15,"Project Exports",5884,5584.57142857143,105,1999
1999-04-15,"San Joaquin Flow",6640,6777.14285714286,105,1999
1999-04-16,"Outflow",37685,40574.1428571429,106,1999
1999-04-16,"Project Exports",6998,4815.85714285714,106,1999
1999-04-16,"San Joaquin Flow",6640,6778.57142857143,106,1999
1999-04-17,"Outflow",40266,40583.8571428571,107,1999
1999-04-17,"Project Exports",3719,4374.71428571429,107,1999
1999-04-17,"San Joaquin Flow",6630,6762.85714285714,107,1999
1999-04-18,"Outflow",40115,39911.1428571429,108,1999
1999-04-18,"Project Exports",3747,4220.28571428571,108,1999
1999-04-18,"San Joaquin Flow",6780,6755.71428571429,108,1999
1999-04-19,"Outflow",41211,39703.5714285714,109,1999
1999-04-19,"Project Exports",2764,3804.71428571429,109,1999
1999-04-19,"San Joaquin Flow",6930,6780,109,1999
1999-04-20,"Outflow",40495,39550.1428571429,110,1999
1999-04-20,"Project Exports",2823,3234,110,1999
1999-04-20,"San Joaquin Flow",6880,6822.85714285714,110,1999
1999-04-21,"Outflow",39044,38633,111,1999
1999-04-21,"Project Exports",3607,3254.42857142857,111,1999
1999-04-21,"San Joaquin Flow",6790,6892.85714285714,111,1999
1999-04-22,"Outflow",39109,37601.4285714286,112,1999
1999-04-22,"Project Exports",2975,3220.71428571429,112,1999
1999-04-22,"San Joaquin Flow",6810,6940,112,1999
1999-04-23,"Outflow",36611,36252.2857142857,113,1999
1999-04-23,"Project Exports",3003,3321.28571428571,113,1999
1999-04-23,"San Joaquin Flow",6940,6940,113,1999
1999-04-24,"Outflow",33846,34891.4285714286,114,1999
1999-04-24,"Project Exports",3862,3414.85714285714,114,1999
1999-04-24,"San Joaquin Flow",7120,6927.14285714286,114,1999
1999-04-25,"Outflow",32894,33726.7142857143,115,1999
1999-04-25,"Project Exports",3511,3359.85714285714,115,1999
1999-04-25,"San Joaquin Flow",7110,6918.57142857143,115,1999
1999-04-26,"Outflow",31767,32503,116,1999
1999-04-26,"Project Exports",3468,3399.85714285714,116,1999
1999-04-26,"San Joaquin Flow",6930,6958.57142857143,116,1999
1999-04-27,"Outflow",30969,31567.1428571429,117,1999
1999-04-27,"Project Exports",3478,3445.14285714286,117,1999
1999-04-27,"San Joaquin Flow",6790,7007.14285714286,117,1999
1999-04-28,"Outflow",30891,30778.5714285714,118,1999
1999-04-28,"Project Exports",3222,3485.14285714286,118,1999
1999-04-28,"San Joaquin Flow",6730,7008.57142857143,118,1999
1999-04-29,"Outflow",30543,30130.5714285714,119,1999
1999-04-29,"Project Exports",3255,3530,119,1999
1999-04-29,"San Joaquin Flow",7090,6982.85714285714,119,1999
1999-04-30,"Outflow",30060,29932,120,1999
1999-04-30,"Project Exports",3320,3488.85714285714,120,1999
1999-04-30,"San Joaquin Flow",7280,7028.57142857143,120,1999
1999-05-01,"Outflow",28326,29791.2857142857,121,1999
1999-05-01,"Project Exports",4142,3573.42857142857,121,1999
1999-05-01,"San Joaquin Flow",7130,7107.14285714286,121,1999
1999-05-02,"Outflow",28358,29661.1428571429,122,1999
1999-05-02,"Project Exports",3825,3602.85714285714,122,1999
1999-05-02,"San Joaquin Flow",6930,7187.14285714286,122,1999
1999-05-03,"Outflow",30377,29410.4285714286,123,1999
1999-05-03,"Project Exports",3180,3697.14285714286,123,1999
1999-05-03,"San Joaquin Flow",7250,7202.85714285714,123,1999
1999-05-04,"Outflow",29984,29052,124,1999
1999-05-04,"Project Exports",4070,3758.42857142857,124,1999
1999-05-04,"San Joaquin Flow",7340,7171.42857142857,124,1999
1999-05-05,"Outflow",29980,28689.1428571429,125,1999
1999-05-05,"Project Exports",3428,3590.71428571429,125,1999
1999-05-05,"San Joaquin Flow",7290,7141.42857142857,125,1999
1999-05-06,"Outflow",28788,28282.4285714286,126,1999
1999-05-06,"Project Exports",3915,3567.85714285714,126,1999
1999-05-06,"San Joaquin Flow",7200,7175.71428571429,126,1999
1999-05-07,"Outflow",27551,27512.7142857143,127,1999
1999-05-07,"Project Exports",3749,3681.85714285714,127,1999
1999-05-07,"San Joaquin Flow",7060,7168.57142857143,127,1999
1999-05-08,"Outflow",25786,26812.4285714286,128,1999
1999-05-08,"Project Exports",2968,3513,128,1999
1999-05-08,"San Joaquin Flow",6920,7124.28571428571,128,1999
1999-05-09,"Outflow",25511,25754.1428571429,129,1999
1999-05-09,"Project Exports",3665,3580.85714285714,129,1999
1999-05-09,"San Joaquin Flow",7170,7055.71428571429,129,1999
1999-05-10,"Outflow",24989,24816.5714285714,130,1999
1999-05-10,"Project Exports",3978,3562.42857142857,130,1999
1999-05-10,"San Joaquin Flow",7200,7020,130,1999
1999-05-11,"Outflow",25082,24106.2857142857,131,1999
1999-05-11,"Project Exports",2888,3462.14285714286,131,1999
1999-05-11,"San Joaquin Flow",7030,7048.57142857143,131,1999
1999-05-12,"Outflow",22572,23678.1428571429,132,1999
1999-05-12,"Project Exports",3903,3465.42857142857,132,1999
1999-05-12,"San Joaquin Flow",6810,7107.14285714286,132,1999
1999-05-13,"Outflow",22225,23134,133,1999
1999-05-13,"Project Exports",3786,3378.71428571429,133,1999
1999-05-13,"San Joaquin Flow",6950,7092.85714285714,133,1999
1999-05-14,"Outflow",22579,22424.2857142857,134,1999
1999-05-14,"Project Exports",3047,3251.14285714286,134,1999
1999-05-14,"San Joaquin Flow",7260,6918.57142857143,134,1999
1999-05-15,"Outflow",22789,21443.8571428571,135,1999
1999-05-15,"Project Exports",2991,3324.14285714286,135,1999
1999-05-15,"San Joaquin Flow",7330,6592.85714285714,135,1999
1999-05-16,"Outflow",21702,20641.5714285714,136,1999
1999-05-16,"Project Exports",3058,3343,136,1999
1999-05-16,"San Joaquin Flow",7070,6207.14285714286,136,1999
1999-05-17,"Outflow",20021,19889.4285714286,137,1999
1999-05-17,"Project Exports",3085,3382,137,1999
1999-05-17,"San Joaquin Flow",5980,5771.42857142857,137,1999
1999-05-18,"Outflow",18219,19160.1428571429,138,1999
1999-05-18,"Project Exports",3399,3458,138,1999
1999-05-18,"San Joaquin Flow",4750,5285.71428571429,138,1999
1999-05-19,"Outflow",16956,18334.2857142857,139,1999
1999-05-19,"Project Exports",4035,3546.14285714286,139,1999
1999-05-19,"San Joaquin Flow",4110,4778.57142857143,139,1999
1999-05-20,"Outflow",16960,17743.7142857143,140,1999
1999-05-20,"Project Exports",4059,3624.14285714286,140,1999
1999-05-20,"San Joaquin Flow",3900,4302.85714285714,140,1999
1999-05-21,"Outflow",17474,17502,141,1999
1999-05-21,"Project Exports",3579,3712.57142857143,141,1999
1999-05-21,"San Joaquin Flow",3860,3980,141,1999
1999-05-22,"Outflow",17008,17500.2857142857,142,1999
1999-05-22,"Project Exports",3608,3758.57142857143,142,1999
1999-05-22,"San Joaquin Flow",3780,3821.42857142857,142,1999
1999-05-23,"Outflow",17568,17642.7142857143,143,1999
1999-05-23,"Project Exports",3604,3686.42857142857,143,1999
1999-05-23,"San Joaquin Flow",3740,3752.85714285714,143,1999
1999-05-24,"Outflow",18329,17782.2857142857,144,1999
1999-05-24,"Project Exports",3704,3558.42857142857,144,1999
1999-05-24,"San Joaquin Flow",3720,3702.85714285714,144,1999
1999-05-25,"Outflow",18207,17852.8571428571,145,1999
1999-05-25,"Project Exports",3721,3481.28571428571,145,1999
1999-05-25,"San Joaquin Flow",3640,3661.42857142857,145,1999
1999-05-26,"Outflow",17953,18094.7142857143,146,1999
1999-05-26,"Project Exports",3530,3403.71428571429,146,1999
1999-05-26,"San Joaquin Flow",3630,3614.28571428571,146,1999
1999-05-27,"Outflow",17937,18320.5714285714,147,1999
1999-05-27,"Project Exports",3163,3254,147,1999
1999-05-27,"San Joaquin Flow",3550,3538.57142857143,147,1999
1999-05-28,"Outflow",17968,18567.7142857143,148,1999
1999-05-28,"Project Exports",3039,3086.85714285714,148,1999
1999-05-28,"San Joaquin Flow",3570,3472.85714285714,148,1999
1999-05-29,"Outflow",18701,18732.1428571429,149,1999
1999-05-29,"Project Exports",3065,2963.42857142857,149,1999
1999-05-29,"San Joaquin Flow",3450,3390,149,1999
1999-05-30,"Outflow",19149,18773,150,1999
1999-05-30,"Project Exports",2556,2958,150,1999
1999-05-30,"San Joaquin Flow",3210,3307.14285714286,150,1999
1999-05-31,"Outflow",20059,18750.2857142857,151,1999
1999-05-31,"Project Exports",2534,3165.14285714286,151,1999
1999-05-31,"San Joaquin Flow",3260,3248.57142857143,151,1999
1999-06-01,"Outflow",19358,18674.8571428571,152,1999
1999-06-01,"Project Exports",2857,3452.42857142857,152,1999
1999-06-01,"San Joaquin Flow",3060,3190,152,1999
1999-06-02,"Outflow",18239,18607.2857142857,153,1999
1999-06-02,"Project Exports",3492,3738.85714285714,153,1999
1999-06-02,"San Joaquin Flow",3050,3152.85714285714,153,1999
1999-06-03,"Outflow",17778,18550.2857142857,154,1999
1999-06-03,"Project Exports",4613,4098.57142857143,154,1999
1999-06-03,"San Joaquin Flow",3140,3150,154,1999
1999-06-04,"Outflow",17440,18326,155,1999
1999-06-04,"Project Exports",5050,4452.14285714286,155,1999
1999-06-04,"San Joaquin Flow",3160,3140,155,1999
1999-06-05,"Outflow",18228,18112.5714285714,156,1999
1999-06-05,"Project Exports",5070,4685.14285714286,156,1999
1999-06-05,"San Joaquin Flow",3190,3155.71428571429,156,1999
1999-06-06,"Outflow",18750,17862.1428571429,157,1999
1999-06-06,"Project Exports",5074,4773,157,1999
1999-06-06,"San Joaquin Flow",3190,3175.71428571429,157,1999
1999-06-07,"Outflow",18489,17528,158,1999
1999-06-07,"Project Exports",5009,4693,158,1999
1999-06-07,"San Joaquin Flow",3190,3182.85714285714,158,1999
1999-06-08,"Outflow",17864,17147,159,1999
1999-06-08,"Project Exports",4488,4460.57142857143,159,1999
1999-06-08,"San Joaquin Flow",3170,3175.71428571429,159,1999
1999-06-09,"Outflow",16486,16502.4285714286,160,1999
1999-06-09,"Project Exports",4107,4311.85714285714,160,1999
1999-06-09,"San Joaquin Flow",3190,3158.57142857143,160,1999
1999-06-10,"Outflow",15439,15689,161,1999
1999-06-10,"Project Exports",4053,4158.28571428571,161,1999
1999-06-10,"San Joaquin Flow",3190,3148.57142857143,161,1999
1999-06-11,"Outflow",14773,14944.2857142857,162,1999
1999-06-11,"Project Exports",3423,3988.71428571429,162,1999
1999-06-11,"San Joaquin Flow",3110,3148.57142857143,162,1999
1999-06-12,"Outflow",13716,14206.1428571429,163,1999
1999-06-12,"Project Exports",4029,3869.42857142857,163,1999
1999-06-12,"San Joaquin Flow",3070,3144.28571428571,163,1999
1999-06-13,"Outflow",13056,13672.7142857143,164,1999
1999-06-13,"Project Exports",3999,3822.71428571429,164,1999
1999-06-13,"San Joaquin Flow",3120,3135.71428571429,164,1999
1999-06-14,"Outflow",13276,13242.7142857143,165,1999
1999-06-14,"Project Exports",3822,3798,165,1999
1999-06-14,"San Joaquin Flow",3190,3121.42857142857,165,1999
1999-06-15,"Outflow",12697,12905,166,1999
1999-06-15,"Project Exports",3653,3863.42857142857,166,1999
1999-06-15,"San Joaquin Flow",3140,3120,166,1999
1999-06-16,"Outflow",12752,12698.8571428571,167,1999
1999-06-16,"Project Exports",3780,3839.14285714286,167,1999
1999-06-16,"San Joaquin Flow",3130,3110,167,1999
1999-06-17,"Outflow",12429,12547.2857142857,168,1999
1999-06-17,"Project Exports",3880,3820.42857142857,168,1999
1999-06-17,"San Joaquin Flow",3090,3107.14285714286,168,1999
1999-06-18,"Outflow",12409,12359.7142857143,169,1999
1999-06-18,"Project Exports",3881,3860.28571428571,169,1999
1999-06-18,"San Joaquin Flow",3100,3112.85714285714,169,1999
1999-06-19,"Outflow",12273,12147.1428571429,170,1999
1999-06-19,"Project Exports",3859,3981,170,1999
1999-06-19,"San Joaquin Flow",3000,3105.71428571429,170,1999
1999-06-20,"Outflow",11995,11833,171,1999
1999-06-20,"Project Exports",3868,4154.28571428571,171,1999
1999-06-20,"San Joaquin Flow",3100,3092.85714285714,171,1999
1999-06-21,"Outflow",11963,11473,172,1999
1999-06-21,"Project Exports",4101,4374.42857142857,172,1999
1999-06-21,"San Joaquin Flow",3230,3071.42857142857,172,1999
1999-06-22,"Outflow",11209,11206.5714285714,173,1999
1999-06-22,"Project Exports",4498,4504.85714285714,173,1999
1999-06-22,"San Joaquin Flow",3090,3017.14285714286,173,1999
1999-06-23,"Outflow",10553,10660.2857142857,174,1999
1999-06-23,"Project Exports",4993,4985.57142857143,174,1999
1999-06-23,"San Joaquin Flow",3040,2961.42857142857,174,1999
1999-06-24,"Outflow",9909,10194.7142857143,175,1999
1999-06-24,"Project Exports",5421,5461,175,1999
1999-06-24,"San Joaquin Flow",2940,2895.71428571429,175,1999
1999-06-25,"Outflow",10544,9888.28571428571,176,1999
1999-06-25,"Project Exports",4794,5974.57142857143,176,1999
1999-06-25,"San Joaquin Flow",2720,2822.85714285714,176,1999
1999-06-26,"Outflow",8449,9936,177,1999
1999-06-26,"Project Exports",7224,6434.85714285714,177,1999
1999-06-26,"San Joaquin Flow",2610,2740,177,1999
1999-06-27,"Outflow",8736,10268.5714285714,178,1999
1999-06-27,"Project Exports",7196,6849.14285714286,178,1999
1999-06-27,"San Joaquin Flow",2640,2647.14285714286,178,1999
1999-06-28,"Outflow",9818,10208.8571428571,179,1999
1999-06-28,"Project Exports",7696,7700.42857142857,179,1999
1999-06-28,"San Joaquin Flow",2720,2557.14285714286,179,1999
1999-06-29,"Outflow",11543,10270.8571428571,180,1999
1999-06-29,"Project Exports",7720,8400.85714285714,180,1999
1999-06-29,"San Joaquin Flow",2510,2478.57142857143,180,1999
1999-06-30,"Outflow",12881,10386.1428571429,181,1999
1999-06-30,"Project Exports",7893,8923,181,1999
1999-06-30,"San Joaquin Flow",2390,2414.28571428571,181,1999
1999-07-01,"Outflow",9491,10540.8571428571,182,1999
1999-07-01,"Project Exports",11380,9427.42857142857,182,1999
1999-07-01,"San Joaquin Flow",2310,2384.28571428571,182,1999
1999-07-02,"Outflow",10978,10500.2857142857,183,1999
1999-07-02,"Project Exports",9697,9859.71428571429,183,1999
1999-07-02,"San Joaquin Flow",2170,2360,183,1999
1999-07-03,"Outflow",9256,10110.2857142857,184,1999
1999-07-03,"Project Exports",10879,10378.2857142857,184,1999
1999-07-03,"San Joaquin Flow",2160,2342.85714285714,184,1999
1999-07-04,"Outflow",9819,9624.42857142857,185,1999
1999-07-04,"Project Exports",10727,10796.1428571429,185,1999
1999-07-04,"San Joaquin Flow",2430,2330,185,1999
1999-07-05,"Outflow",9534,9596.57142857143,186,1999
1999-07-05,"Project Exports",10722,10714.1428571429,186,1999
1999-07-05,"San Joaquin Flow",2550,2314.28571428571,186,1999
1999-07-06,"Outflow",8813,9395,187,1999
1999-07-06,"Project Exports",11350,10889.4285714286,187,1999
1999-07-06,"San Joaquin Flow",2390,2301.42857142857,187,1999
1999-07-07,"Outflow",9480,9485,188,1999
1999-07-07,"Project Exports",10818,10903.4285714286,188,1999
1999-07-07,"San Joaquin Flow",2300,2305.71428571429,188,1999
1999-07-08,"Outflow",9296,9413.14285714286,189,1999
1999-07-08,"Project Exports",10806,10989,189,1999
1999-07-08,"San Joaquin Flow",2200,2258.57142857143,189,1999
1999-07-09,"Outflow",9567,9468,190,1999
1999-07-09,"Project Exports",10924,11015.2857142857,190,1999
1999-07-09,"San Joaquin Flow",2080,2210,190,1999
1999-07-10,"Outflow",9886,9538,191,1999
1999-07-10,"Project Exports",10977,11024,191,1999
1999-07-10,"San Joaquin Flow",2190,2155.71428571429,191,1999
1999-07-11,"Outflow",9316,9521.71428571429,192,1999
1999-07-11,"Project Exports",11326,11095,192,1999
1999-07-11,"San Joaquin Flow",2100,2104.28571428571,192,1999
1999-07-12,"Outflow",9918,9588,193,1999
1999-07-12,"Project Exports",10906,11190.1428571429,193,1999
1999-07-12,"San Joaquin Flow",2210,2058.57142857143,193,1999
1999-07-13,"Outflow",9303,9781,194,1999
1999-07-13,"Project Exports",11411,11111.7142857143,194,1999
1999-07-13,"San Joaquin Flow",2010,2027.14285714286,194,1999
1999-07-14,"Outflow",9366,10012.7142857143,195,1999
1999-07-14,"Project Exports",11315,10994.8571428571,195,1999
1999-07-14,"San Joaquin Flow",1940,2001.42857142857,195,1999
1999-07-15,"Outflow",9760,10323,196,1999
1999-07-15,"Project Exports",11472,10887,196,1999
1999-07-15,"San Joaquin Flow",1880,1992.85714285714,196,1999
1999-07-16,"Outflow",10918,10468,197,1999
1999-07-16,"Project Exports",10375,10959.8571428571,197,1999
1999-07-16,"San Joaquin Flow",1860,1977.14285714286,197,1999
1999-07-17,"Outflow",11508,10816.5714285714,198,1999
1999-07-17,"Project Exports",10159,10958.4285714286,198,1999
1999-07-17,"San Joaquin Flow",2010,1974.28571428571,198,1999
1999-07-18,"Outflow",11488,11157.1428571429,199,1999
1999-07-18,"Project Exports",10571,10973.5714285714,199,1999
1999-07-18,"San Joaquin Flow",2040,1985.71428571429,199,1999
1999-07-19,"Outflow",10933,11426.1428571429,200,1999
1999-07-19,"Project Exports",11416,10967.2857142857,200,1999
1999-07-19,"San Joaquin Flow",2100,2011.42857142857,200,1999
1999-07-20,"Outflow",11743,11433,201,1999
1999-07-20,"Project Exports",11401,11119.8571428571,201,1999
1999-07-20,"San Joaquin Flow",1990,2025.71428571429,201,1999
1999-07-21,"Outflow",11750,11374.7142857143,202,1999
1999-07-21,"Project Exports",11421,11302.1428571429,202,1999
1999-07-21,"San Joaquin Flow",2020,2010,202,1999
1999-07-22,"Outflow",11643,11330.1428571429,203,1999
1999-07-22,"Project Exports",11428,11425.1428571429,203,1999
1999-07-22,"San Joaquin Flow",2060,2001.42857142857,203,1999
1999-07-23,"Outflow",10966,11381.2857142857,204,1999
1999-07-23,"Project Exports",11443,11432.5714285714,204,1999
1999-07-23,"San Joaquin Flow",1960,1997.14285714286,204,1999
1999-07-24,"Outflow",11100,11325.4285714286,205,1999
1999-07-24,"Project Exports",11435,11441.2857142857,205,1999
1999-07-24,"San Joaquin Flow",1900,1994.28571428571,205,1999
1999-07-25,"Outflow",11176,11390.7142857143,206,1999
1999-07-25,"Project Exports",11432,11346.2857142857,206,1999
1999-07-25,"San Joaquin Flow",1980,1992.85714285714,206,1999
1999-07-26,"Outflow",11291,11563.2857142857,207,1999
1999-07-26,"Project Exports",11468,11180.2857142857,207,1999
1999-07-26,"San Joaquin Flow",2070,1984.28571428571,207,1999
1999-07-27,"Outflow",11352,11717.1428571429,208,1999
1999-07-27,"Project Exports",11462,11103.2857142857,208,1999
1999-07-27,"San Joaquin Flow",1970,1987.14285714286,208,1999
1999-07-28,"Outflow",12207,11731,209,1999
1999-07-28,"Project Exports",10756,11073.2857142857,209,1999
1999-07-28,"San Joaquin Flow",2010,2007.14285714286,209,1999
1999-07-29,"Outflow",12851,11853.1428571429,210,1999
1999-07-29,"Project Exports",10266,10916.4285714286,210,1999
1999-07-29,"San Joaquin Flow",2000,2035.71428571429,210,1999
1999-07-30,"Outflow",12043,12083.4285714286,211,1999
1999-07-30,"Project Exports",10904,10675.2857142857,211,1999
1999-07-30,"San Joaquin Flow",1980,2047.14285714286,211,1999
1999-07-31,"Outflow",11197,12285.1428571429,212,1999
1999-07-31,"Project Exports",11225,10444.2857142857,212,1999
1999-07-31,"San Joaquin Flow",2040,2062.85714285714,212,1999
1999-08-01,"Outflow",12031,12180.1428571429,213,1999
1999-08-01,"Project Exports",10334,10375.7142857143,213,1999
1999-08-01,"San Joaquin Flow",2180,2067.14285714286,213,1999
1999-08-02,"Outflow",12903,11676.2857142857,214,1999
1999-08-02,"Project Exports",9780,10532.4285714286,214,1999
1999-08-02,"San Joaquin Flow",2150,2058.57142857143,214,1999
1999-08-03,"Outflow",12764,11188.4285714286,215,1999
1999-08-03,"Project Exports",9845,10671.2857142857,215,1999
1999-08-03,"San Joaquin Flow",2080,2047.14285714286,215,1999
1999-08-04,"Outflow",11472,10715.5714285714,216,1999
1999-08-04,"Project Exports",10276,10763.5714285714,216,1999
1999-08-04,"San Joaquin Flow",2040,2035.71428571429,216,1999
1999-08-05,"Outflow",9324,10014.7142857143,217,1999
1999-08-05,"Project Exports",11363,10982.4285714286,217,1999
1999-08-05,"San Joaquin Flow",1940,2024.28571428571,217,1999
1999-08-06,"Outflow",8628,9091.14285714286,218,1999
1999-08-06,"Project Exports",11876,11279.7142857143,218,1999
1999-08-06,"San Joaquin Flow",1900,2020,218,1999
1999-08-07,"Outflow",7887,8014.57142857143,219,1999
1999-08-07,"Project Exports",11871,11557,219,1999
1999-08-07,"San Joaquin Flow",1960,2004.28571428571,219,1999
1999-08-08,"Outflow",7125,7064.85714285714,220,1999
1999-08-08,"Project Exports",11866,11783.4285714286,220,1999
1999-08-08,"San Joaquin Flow",2100,1995.71428571429,220,1999
1999-08-09,"Outflow",6438,6363.14285714286,221,1999
1999-08-09,"Project Exports",11861,11865.4285714286,221,1999
1999-08-09,"San Joaquin Flow",2120,1994.28571428571,221,1999
1999-08-10,"Outflow",5228,5804.42857142857,222,1999
1999-08-10,"Project Exports",11786,11849,222,1999
1999-08-10,"San Joaquin Flow",1970,1998.57142857143,222,1999
1999-08-11,"Outflow",4824,5351.85714285714,223,1999
1999-08-11,"Project Exports",11861,11831.8571428571,223,1999
1999-08-11,"San Joaquin Flow",1980,1995.71428571429,223,1999
1999-08-12,"Outflow",4412,5380.85714285714,224,1999
1999-08-12,"Project Exports",11937,11445.5714285714,224,1999
1999-08-12,"San Joaquin Flow",1930,1984.28571428571,224,1999
1999-08-13,"Outflow",4717,5229,225,1999
1999-08-13,"Project Exports",11761,11325.2857142857,225,1999
1999-08-13,"San Joaquin Flow",1930,1970,225,1999
1999-08-14,"Outflow",4719,5025.85714285714,226,1999
1999-08-14,"Project Exports",11751,11363.4285714286,226,1999
1999-08-14,"San Joaquin Flow",1940,1957.14285714286,226,1999
1999-08-15,"Outflow",7328,4741.57142857143,227,1999
1999-08-15,"Project Exports",9162,11396.8571428571,227,1999
1999-08-15,"San Joaquin Flow",2020,1938.57142857143,227,1999
1999-08-16,"Outflow",5375,4522.85714285714,228,1999
1999-08-16,"Project Exports",11019,11422.2857142857,228,1999
1999-08-16,"San Joaquin Flow",2020,1934.28571428571,228,1999
1999-08-17,"Outflow",3806,4159.57142857143,229,1999
1999-08-17,"Project Exports",12053,11467.2857142857,229,1999
1999-08-17,"San Joaquin Flow",1880,1921.42857142857,229,1999
1999-08-18,"Outflow",2834,3826.71428571429,230,1999
1999-08-18,"Project Exports",12095,11514.1428571429,230,1999
1999-08-18,"San Joaquin Flow",1850,1900,230,1999
1999-08-19,"Outflow",2881,3188.57142857143,231,1999
1999-08-19,"Project Exports",12115,11930.8571428571,231,1999
1999-08-19,"San Joaquin Flow",1900,1888.57142857143,231,1999
1999-08-20,"Outflow",2174,3042.85714285714,232,1999
1999-08-20,"Project Exports",12076,11915.1428571429,232,1999
1999-08-20,"San Joaquin Flow",1840,1890,232,1999
1999-08-21,"Outflow",2389,3149,233,1999
1999-08-21,"Project Exports",12079,11795,233,1999
1999-08-21,"San Joaquin Flow",1790,1898.57142857143,233,1999
1999-08-22,"Outflow",2861,3288.14285714286,234,1999
1999-08-22,"Project Exports",12079,11777.5714285714,234,1999
1999-08-22,"San Joaquin Flow",1940,1904.28571428571,234,1999
1999-08-23,"Outflow",4355,3472.57142857143,235,1999
1999-08-23,"Project Exports",10909,11739.4285714286,235,1999
