program,latitude_wgs84,longitude_wgs84,date,time,depth_to_sav_m,survey_method,rake_teeth_corr,species,rake_prop,secchi_depth_m,secchi_bottom,geometry,site
CSTARS,38.011385107633096,-121.71722770702937,2021-07-22,13:16:03,0.9144,rake_thatch,100,Myriophyllum_spicatum,30,-30.1752,No,"c(-121.717227707029, 38.0113851076331)",Big Break
CSTARS,38.018622131818184,-121.7181771418171,2021-07-22,13:24:59,0,rake_thatch,70,Stuckenia_pectinata,100,0.9144,No,"c(-121.718177141817, 38.0186221318182)",Big Break
CSTARS,38.01724178343893,-121.72517014869098,2021-07-22,13:33:04,1.6764,rake_thatch,30,Egeria_densa,70,1.524,No,"c(-121.725170148691, 38.0172417834389)",Big Break
CSTARS,38.01724178343893,-121.72517014869098,2021-07-22,13:33:04,1.6764,rake_thatch,30,Ceratophyllum_demersum,30,1.524,No,"c(-121.725170148691, 38.0172417834389)",Big Break
CSTARS,38.01168616979978,-121.7226784783778,2021-07-22,11:22:07,0,rake_thatch,100,Myriophyllum_spicatum,80,-30.1752,No,"c(-121.722678478378, 38.0116861697998)",Big Break
CSTARS,38.01168616979978,-121.7226784783778,2021-07-22,11:22:07,0,rake_thatch,100,Stuckenia_filiformis,20,-30.1752,No,"c(-121.722678478378, 38.0116861697998)",Big Break
CSTARS,38.01142765553883,-121.72206764884086,2021-07-22,11:27:31,0,rake_thatch,100,Myriophyllum_spicatum,40,-30.1752,No,"c(-121.722067648841, 38.0114276555388)",Big Break
CSTARS,38.01142765553883,-121.72206764884086,2021-07-22,11:27:31,0,rake_thatch,100,Stuckenia_pectinata,40,-30.1752,No,"c(-121.722067648841, 38.0114276555388)",Big Break
CSTARS,38.01142765553883,-121.72206764884086,2021-07-22,11:27:31,0,rake_thatch,100,Elodea_canadensis,10,-30.1752,No,"c(-121.722067648841, 38.0114276555388)",Big Break
CSTARS,38.01142765553883,-121.72206764884086,2021-07-22,11:27:31,0,rake_thatch,100,Stuckenia_filiformis,10,-30.1752,No,"c(-121.722067648841, 38.0114276555388)",Big Break
CSTARS,38.009637341338824,-121.72062691104637,2021-07-22,11:37:59,0,rake_thatch,50,Myriophyllum_spicatum,70,-30.1752,No,"c(-121.720626911046, 38.0096373413388)",Big Break
CSTARS,38.009637341338824,-121.72062691104637,2021-07-22,11:37:59,0,rake_thatch,50,Elodea_canadensis,30,-30.1752,No,"c(-121.720626911046, 38.0096373413388)",Big Break
CSTARS,38.0102111885029,-121.71171078235793,2021-07-22,13:47:36,2.4384,rake_thatch,100,Myriophyllum_spicatum,60,2.4384,Yes,"c(-121.711710782358, 38.0102111885029)",Big Break
CSTARS,38.0102111885029,-121.71171078235793,2021-07-22,13:47:36,2.4384,rake_thatch,100,Elodea_canadensis,10,2.4384,Yes,"c(-121.711710782358, 38.0102111885029)",Big Break
CSTARS,38.0102111885029,-121.71171078235793,2021-07-22,13:47:36,2.4384,rake_thatch,100,Cabomba_caroliniana,10,2.4384,Yes,"c(-121.711710782358, 38.0102111885029)",Big Break
CSTARS,38.0102111885029,-121.71171078235793,2021-07-22,13:47:36,2.4384,rake_thatch,100,Potamogeton_crispus,10,2.4384,Yes,"c(-121.711710782358, 38.0102111885029)",Big Break
CSTARS,38.008862761688135,-121.7108554442108,2021-07-22,13:54:43,0.3048,rake_thatch,100,Myriophyllum_spicatum,100,-30.1752,No,"c(-121.710855444211, 38.0088627616881)",Big Break
